WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
1039.wav,0.0,I'd like to listen to Bipolar Sunshine,i'd like to listen to bipolar sunshine,PlayMusic
104.wav,1.0,I'd like to listen to Osso,let's do also,PlayMusic
1040.wav,0.16666666666666666,I'd like to listen to Boef,i'd like to listen to voice,PlayMusic
1041.wav,0.625,I'd like to listen to Nego do Borel,i'd like to listen and now go though <unk>,PlayMusic
1042.wav,0.0,I'd like to listen to Martin Jensen,i'd like to listen to martin jensen,PlayMusic
1043.wav,0.8571428571428571,I'd like to listen to Francesco Yates,my enough francesco gates,PlayMusic
283.wav,0.5,I'd like to listen to Messao,[noise] i'd like to listen to the shower,PlayMusic
284.wav,0.14285714285714285,I'd like to listen to Alice Caioli,i'd like to listen to alice chili,PlayMusic
285.wav,0.8571428571428571,I'd like to listen to Annika Aakjær,like <unk> and i can share,PlayMusic
286.wav,0.2857142857142857,I'd like to listen to Jimmy Jørgensen,like to listen to jimmy organization,PlayMusic
287.wav,0.16666666666666666,I'd like to listen to Chapper,i'd like to listen to chopper,PlayMusic
288.wav,0.3333333333333333,I'd like to listen to Olivia,[noise] i'd like to listen to libya,PlayMusic
289.wav,0.16666666666666666,I'd like to listen to Atip,i'd like to listen to agent,PlayMusic
29.wav,0.8571428571428571,I'd like to listen to The Mousses,to and emotions,PlayMusic
290.wav,0.14285714285714285,I'd like to listen to Julie Andrews,i'm like to listen to julie andrews,PlayMusic
291.wav,0.0,I'd like to listen to Dark Side,i'd like to listen to dark side,PlayMusic
292.wav,0.7142857142857143,I'd like to listen to Ido Shoam,i'm trying to listen either sean,PlayMusic
293.wav,0.375,I'd like to listen to Talento de Barrio,i'd like to listen to <unk>,PlayMusic
294.wav,0.3333333333333333,I'd like to listen to Dolcenera,i'd like to listen to those janeiro,PlayMusic
295.wav,0.25,I'd like to listen to Peter von Poehl,i'd like to listen to peter <unk> he'll,PlayMusic
296.wav,0.42857142857142855,I'd like to listen to Eva Ruiz,i like to listen to even ruins,PlayMusic
297.wav,0.42857142857142855,I'd like to listen to Fabian Römer,i like to listen to being rumor,PlayMusic
298.wav,0.3333333333333333,I'd like to listen to Meiko,i'd like to listen to me go,PlayMusic
299.wav,0.16666666666666666,I'd like to listen to Berg,i'd like to listen to bird,PlayMusic
3.wav,0.6666666666666666,I'd like to listen to Kinokoteikoku,i like to listen to kinda talk oh,PlayMusic
30.wav,1.0,I'd like to listen to Matt McAndrew,<unk> make andrew,PlayMusic
300.wav,0.14285714285714285,I'd like to listen to Coral Group,[noise] i'd like to listen to coral group,PlayMusic
301.wav,0.5714285714285714,I'd like to listen to Cholo Valderrama,[noise] i'd like to listen to cold all drama,PlayMusic
302.wav,1.1428571428571428,I'd like to listen to Andrea Echeverri,i do i do listen to and dream of jeannie,PlayMusic
303.wav,0.42857142857142855,I'd like to listen to Lil' Ashes,i like to listen to in issues,PlayMusic
304.wav,0.5714285714285714,I'd like to listen to Timothy Auld,like to listen to do much or,PlayMusic
305.wav,0.42857142857142855,I'd like to listen to Los Rumberos,i like to listen to lose <unk>,PlayMusic
306.wav,0.3333333333333333,I'd like to listen to Malmö,i like to listen to model,PlayMusic
307.wav,0.7142857142857143,I'd like to listen to Eva Dahlgren,they do listen to <unk> green,PlayMusic
308.wav,0.5,I'd like to listen to Ruusut,i like to listen to news or,PlayMusic
309.wav,0.7142857142857143,I'd like to listen to Dario G,lead to listen to w. o. g.,PlayMusic
31.wav,0.8333333333333334,I'd like to listen to PeeWee,like <unk>,PlayMusic
310.wav,0.8571428571428571,I'd like to listen to Lill Lindfors,or like do listen do then looking forward,PlayMusic
311.wav,0.2857142857142857,I'd like to listen to Ben Stevenson,i'd like to listen to ben steven and,PlayMusic
312.wav,0.8888888888888888,I'd like to listen to Los Corraleros De Majagual,i like <unk> blow,PlayMusic
313.wav,0.625,I'd like to listen to Father John Misty,<unk> father john misty,PlayMusic
314.wav,0.3333333333333333,I'd like to listen to FaceKid,i'd like to listen to face can,PlayMusic
315.wav,0.3333333333333333,I'd like to listen to Beatenberg,i'd like to listen to beating birds,PlayMusic
316.wav,0.5714285714285714,I'd like to listen to Pelle Almgren,i like to listen to pow i'm grant,PlayMusic
317.wav,1.0,I'd like to listen to Wow Liksom,and <unk> some,PlayMusic
318.wav,0.2857142857142857,I'd like to listen to Leonardo Decarli,i'd like to listen to leonardo di currently,PlayMusic
319.wav,0.42857142857142855,I'd like to listen to Haley Reinhart,i like to listen to hayley reinhardt,PlayMusic
32.wav,0.5714285714285714,I'd like to listen to Thomas Rusiak,i'd like to <unk>,PlayMusic
320.wav,0.2857142857142857,I'd like to listen to Peabo Bryson,i'd like to listen to people brian,PlayMusic
321.wav,0.875,I'd like to listen to Julian & Tinitus,i like tourism julian and and i just,PlayMusic
322.wav,0.5714285714285714,I'd like to listen to Suat Ateşdağlı,like to listen to i i agree,PlayMusic
323.wav,0.7142857142857143,I'd like to listen to Gökçe Kırgız,i like to listen to go pick your good,PlayMusic
324.wav,0.42857142857142855,I'd like to listen to Yael Naim,i like to listen to your name,PlayMusic
325.wav,0.42857142857142855,I'd like to listen to Eve 6,i like to listen to sick,PlayMusic
326.wav,0.5714285714285714,I'd like to listen to Unnsteinn Manuel,like to listen i'm starting manual,PlayMusic
327.wav,1.0,I'd like to listen to Decibel,my <unk>,PlayMusic
328.wav,0.5714285714285714,I'd like to listen to HLH flokkurinn,i like to listen to each other or,PlayMusic
329.wav,0.7142857142857143,I'd like to listen to Lou Reed,i like listening to read,PlayMusic
33.wav,0.16666666666666666,I'd like to listen to Salut!,i'd like to listen to salute,PlayMusic
330.wav,0.42857142857142855,I'd like to listen to JP Saxe,i like to listen to you that,PlayMusic
331.wav,0.16666666666666666,I'd like to listen to Nana,i like to listen to nana,PlayMusic
332.wav,0.3333333333333333,I'd like to listen to Architechs,i like to listen to architect,PlayMusic
333.wav,0.6666666666666666,I'd like to listen to PXNDX,i like to listen to p._x. and yet,PlayMusic
334.wav,0.3333333333333333,I'd like to listen to Nanasheme,like to listen to austin,PlayMusic
335.wav,0.5714285714285714,I'd like to listen to Red Canzian,i like to listen to brag times yeah,PlayMusic
336.wav,0.42857142857142855,I'd like to listen to Gloria Prince,i like to listen to korea,PlayMusic
337.wav,0.42857142857142855,I'd like to listen to Le Youth,i like to listen to you,PlayMusic
338.wav,0.3333333333333333,I'd like to listen to Kuizz,like to listen to queens,PlayMusic
339.wav,1.0,I'd like to listen to Maja Francis,<unk> imagine frances,PlayMusic
34.wav,0.75,I'd like to listen to Deep Blue Something,[noise] i'm trying to listen and do something,PlayMusic
340.wav,1.0,I'd like to listen to ra:tio,mike tyson the ratio,PlayMusic
341.wav,0.9,I'd like to listen to Binomio de Oro de América,i try to listen to the know meal they although day america,PlayMusic
342.wav,0.5714285714285714,I'd like to listen to Bic Runga,i like to listen to pick from the,PlayMusic
343.wav,0.7142857142857143,I'd like to listen to Jussi Björling,[noise] i like to listen to jesse be arlene,PlayMusic
344.wav,0.3333333333333333,I'd like to listen to Helen,a place to listen to helen,PlayMusic
345.wav,0.8333333333333334,I'd like to listen to Todiefor,i tried to listen to to die for,PlayMusic
346.wav,0.2857142857142857,I'd like to listen to K. Michelle,i like to listen to came michelle,PlayMusic
347.wav,0.5714285714285714,I'd like to listen to Agnes Obel,i like to listen to <unk> oh bell,PlayMusic
348.wav,0.2857142857142857,I'd like to listen to X JAPAN,i like to listen to x. japan,PlayMusic
349.wav,0.2857142857142857,I'd like to listen to Syd Youth,i'd like to listen to cities,PlayMusic
35.wav,0.3333333333333333,I'd like to listen to Gusi,i'd like to listen in d._c.,PlayMusic
350.wav,0.2857142857142857,I'd like to listen to Angelina Cruz,i'd like to listen to angelino cruise,PlayMusic
351.wav,0.42857142857142855,I'd like to listen to Carlos Cid,[noise] i like to listen to carlos said,PlayMusic
352.wav,0.5,I'd like to listen to Isi,i like to listen to i see,PlayMusic
353.wav,0.5,I'd like to listen to Ricko,i play to listen to recall,PlayMusic
354.wav,0.42857142857142855,I'd like to listen to Ronja Mariela,i like to listen to rhonda marietta,PlayMusic
355.wav,0.3333333333333333,I'd like to listen to Elias,i like to listen to last,PlayMusic
356.wav,0.5,I'd like to listen to Daynik,i like to listen to day nick,PlayMusic
357.wav,0.3333333333333333,I'd like to listen to Friyie,i like to listen to friday,PlayMusic
358.wav,0.3333333333333333,I'd like to listen to Maska,i like to listen to mascot,PlayMusic
359.wav,0.6666666666666666,I'd like to listen to Liber,i try to listen to leave lever,PlayMusic
36.wav,0.8333333333333334,I'd like to listen to KOI,and like tuition and kuwait,PlayMusic
360.wav,0.7777777777777778,I'd like to listen to BtheLick V Jamie McCool,i tried to listen to before like the jamie that cool,PlayMusic
361.wav,0.8571428571428571,I'd like to listen to Renzo Rubino,like runs you know,PlayMusic
362.wav,0.2857142857142857,I'd like to listen to Jona Camacho,i like to listen to journal camacho,PlayMusic
363.wav,0.8571428571428571,I'd like to listen to Maria Hazell,like memory hazel,PlayMusic
364.wav,0.5,I'd like to listen to Mikromusic,i like to listen to my music,PlayMusic
365.wav,0.5714285714285714,I'd like to listen to Alice Paba,i like to listen to all this problem,PlayMusic
366.wav,0.5,I'd like to listen to Badem,like to listen the bottom,PlayMusic
367.wav,0.5,I'd like to listen to Pixa,like to listen to pick so,PlayMusic
368.wav,0.2857142857142857,I'd like to listen to Young L.O.R.D.,like to listen to young or,PlayMusic
369.wav,0.8571428571428571,I'd like to listen to Ryn Weaver,i like the red river,PlayMusic
37.wav,1.0,I'd like to listen to Ha Anh Tuan,<unk> one,PlayMusic
370.wav,0.42857142857142855,I'd like to listen to TOR+ Saksit,i like to listen to <unk>,PlayMusic
371.wav,0.3333333333333333,I'd like to listen to Zyra,i'd like to listen to the camera,PlayMusic
372.wav,0.42857142857142855,I'd like to listen to Lighthouse Family,i'd like to rationalize house family,PlayMusic
373.wav,0.5,I'd like to listen to Xutos & Pontapés,[noise] i'd like to listen to <unk>,PlayMusic
374.wav,0.3333333333333333,I'd like to listen to TripL,i'd like to listen to trip out,PlayMusic
375.wav,0.6666666666666666,I'd like to listen to Dodo,[noise] i'd like to listen i don't know,PlayMusic
376.wav,0.3333333333333333,I'd like to listen to Bernhoft,i'd like to listen to burn huh,PlayMusic
377.wav,0.16666666666666666,I'd like to listen to Georgia,[noise] i'd like to listen to georgia,PlayMusic
378.wav,0.5714285714285714,I'd like to listen to Leyton Lake,i'd like to listen to it late in like,PlayMusic
379.wav,0.16666666666666666,I'd like to listen to GRiZ,i'd like to listen to agree,PlayMusic
38.wav,0.2222222222222222,I'd like to listen to Ammy The Bottom Blues,i'd like to listen to and the bottom lose,PlayMusic
380.wav,0.3333333333333333,I'd like to listen to Kaíva,[noise] i'd like to listen to <unk>,PlayMusic
381.wav,0.5714285714285714,I'd like to listen to Phénomène Bizness,i'd like to into phenomenal business,PlayMusic
382.wav,0.14285714285714285,I'd like to listen to Dirt Nasty,i'd like to listen to dirty nasty,PlayMusic
383.wav,0.42857142857142855,I'd like to listen to Andy Milonakis,i'd like to listen to and email america,PlayMusic
384.wav,0.42857142857142855,I'd like to listen to don milli,i'd like to listen and donnelley,PlayMusic
385.wav,0.7142857142857143,I'd like to listen to Megan McKenna,and like tuition mckenna,PlayMusic
386.wav,0.8571428571428571,I'd like to listen to Rachid Taha,and like <unk> huh,PlayMusic
387.wav,0.8571428571428571,I'd like to listen to Đức Phúc,i'm starting to wish fuck,PlayMusic
388.wav,0.5714285714285714,I'd like to listen to O Room39,i'd like to <unk> thirty nine,PlayMusic
389.wav,0.3333333333333333,I'd like to listen to AWS,[noise] i'd like to listen to a._w._a._c._s.,PlayMusic
39.wav,0.16666666666666666,I'd like to listen to SinB,i'd like to listen to cindy,PlayMusic
390.wav,0.3333333333333333,I'd like to listen to Classified,like to listen to classify,PlayMusic
391.wav,0.3333333333333333,I'd like to listen to Bamse,like to listen to ban,PlayMusic
392.wav,0.2857142857142857,I'd like to listen to El Pro,like to listen to el paso,PlayMusic
393.wav,0.42857142857142855,I'd like to listen to Mette Lindberg,i like to listen to maryland,PlayMusic
394.wav,0.5,I'd like to listen to P3,like to listen to be three,PlayMusic
395.wav,0.8333333333333334,I'd like to listen to Campino,like tennis and you know,PlayMusic
396.wav,0.8571428571428571,I'd like to listen to Sakurako Ohara,i like listening soccer o'hara,PlayMusic
397.wav,0.42857142857142855,I'd like to listen to Lior Narkis,i like to listen to <unk>,PlayMusic
398.wav,1.0,I'd like to listen to Maximilli,oh actually maximilian,PlayMusic
399.wav,0.5714285714285714,I'd like to listen to Udo Lindenberg,i like to listen in denver,PlayMusic
4.wav,0.2857142857142857,I'd like to listen to Simple Plan,i like to listen the simple plan,PlayMusic
40.wav,0.16666666666666666,I'd like to listen to SEULGI,i'd like to listen to <unk>,PlayMusic
400.wav,0.5714285714285714,I'd like to listen to Čis T,i like to listen this is jean,PlayMusic
401.wav,0.8571428571428571,I'd like to listen to Krzysztof Antkowiak,[noise] i like to listen to chris krista and talk,PlayMusic
402.wav,0.375,I'd like to listen to The Supermen Lovers,[noise] i like to listen to the superman lovers,PlayMusic
403.wav,0.14285714285714285,I'd like to listen to Mani Hoffman,i'd like to listen to money hoffman,PlayMusic
404.wav,0.3333333333333333,I'd like to listen to Mystikal,[noise] i'd like to listen to mystical,PlayMusic
405.wav,0.5,I'd like to listen to Skítamórall,i'd like to listen to get 'em around,PlayMusic
406.wav,0.42857142857142855,I'd like to listen to Delilah Montagu,i'd like to listen and delilah mountain dew,PlayMusic
407.wav,0.0,I'd like to listen to Santana,i'd like to listen to santana,PlayMusic
408.wav,0.5,I'd like to listen to Maldestro,[noise] i'd like to listen in modesto,PlayMusic
409.wav,0.14285714285714285,I'd like to listen to Stupid Goldfish,[noise] i'd like to listen to stupid goldfish,PlayMusic
41.wav,0.16666666666666666,I'd like to listen to SOYEON,i'd like to listen to join,PlayMusic
410.wav,0.375,I'd like to listen to Royal Philharmonic Orchestra,i'd like to listen to radio show harming orchestra,PlayMusic
411.wav,0.2857142857142857,I'd like to listen to Liberty X,i like to listen to liberty,PlayMusic
412.wav,0.7142857142857143,I'd like to listen to Future Islands,like to us in the future island,PlayMusic
413.wav,0.5,I'd like to listen to Judika,i like to listen to music huh,PlayMusic
414.wav,0.5,I'd like to listen to KUUMAA,i like to listen to him groomer,PlayMusic
415.wav,0.3333333333333333,I'd like to listen to Clash,i like to listen to class,PlayMusic
416.wav,0.5,I'd like to listen to Phùng Khánh Linh,i like to listen to hong kong lean,PlayMusic
417.wav,0.2857142857142857,I'd like to listen to Sheryl Crow,i like to listen to show crow,PlayMusic
418.wav,0.5714285714285714,I'd like to listen to Mauro Tejeiro,i like to listen tomorrow narrow,PlayMusic
419.wav,0.5714285714285714,I'd like to listen to Juanpis Gonzalez,i like to listen to one is involved,PlayMusic
42.wav,0.42857142857142855,I'd like to listen to Berry Sakharof,i like to listen to their soccer,PlayMusic
420.wav,0.5714285714285714,I'd like to listen to Daddy Cool,listen to a cool,PlayMusic
421.wav,1.0,I'd like to listen to FDVM,you gave me um,PlayMusic
422.wav,1.0,I'd like to listen to Bibio,video,PlayMusic
423.wav,0.8571428571428571,I'd like to listen to Jake Howden,jake how,PlayMusic
424.wav,0.8571428571428571,I'd like to listen to Madeline Juno,to listen to meddle into you know,PlayMusic
425.wav,1.0,I'd like to listen to Willie Colón,really cologne,PlayMusic
426.wav,1.0,I'd like to listen to Omulu,oh me either,PlayMusic
427.wav,1.0,I'd like to listen to Alejandro Vazquez,hundred dash <unk>,PlayMusic
428.wav,1.0,I'd like to listen to Pedrito Vm,<unk> huh,PlayMusic
429.wav,1.0,I'd like to listen to Yvng Swag,too young so,PlayMusic
43.wav,0.42857142857142855,I'd like to listen to Justyna Święs,i'd like to listen to just illness wise,PlayMusic
430.wav,0.8571428571428571,I'd like to listen to Set Mo,like christmas myself now,PlayMusic
431.wav,0.5,I'd like to listen to Mahmood,like listen to mom,PlayMusic
432.wav,0.3333333333333333,I'd like to listen to Greeny,like to listen to green,PlayMusic
433.wav,0.5,I'd like to listen to Nakor,i like to listen to knock or,PlayMusic
434.wav,0.5714285714285714,I'd like to listen to Belén Ayuso,like to listen to bell hours though,PlayMusic
435.wav,0.5714285714285714,I'd like to listen to Michael Ball,listen michael ball,PlayMusic
436.wav,0.2857142857142857,I'd like to listen to Kathryn Bernardo,i like to listen to catherine bernardo,PlayMusic
437.wav,0.5,I'd like to listen to -M-,like to to um,PlayMusic
438.wav,0.7142857142857143,I'd like to listen to Philippe Heithier,i like to listen to philly a help year,PlayMusic
439.wav,0.8571428571428571,I'd like to listen to Schwesta Ewa,like interests that you are,PlayMusic
44.wav,0.3333333333333333,I'd like to listen to Vanrip,i'd like to listen to ban rep,PlayMusic
440.wav,1.0,I'd like to listen to Chad Focus,john okay,PlayMusic
441.wav,0.6666666666666666,I'd like to listen to WALLA,like coming from the walla,PlayMusic
442.wav,0.5714285714285714,I'd like to listen to Asap Vergi,i like to listen to us up burgee,PlayMusic
443.wav,0.5,I'd like to listen to Joost,i like to to you,PlayMusic
444.wav,0.5714285714285714,I'd like to listen to Roberto Parra,i like to listen to roberta are ah,PlayMusic
445.wav,1.0,I'd like to listen to Angel Parra,los angeles area,PlayMusic
446.wav,0.3333333333333333,I'd like to listen to Parcels,i like to listen to parcel,PlayMusic
447.wav,1.0,I'd like to listen to Elizabeth Tan,um i live i live about ten,PlayMusic
448.wav,0.3333333333333333,I'd like to listen to Kaptan,i like to listen to captain,PlayMusic
449.wav,0.8571428571428571,I'd like to listen to Rocío Garcel,like <unk> so,PlayMusic
45.wav,0.2857142857142857,I'd like to listen to Kayla Diamond,i'd like to listen to kill the diamond,PlayMusic
450.wav,0.6666666666666666,I'd like to listen to OT,to listen to a t.,PlayMusic
451.wav,0.3333333333333333,I'd like to listen to Ealay,i like to listen to l._a.,PlayMusic
452.wav,0.5714285714285714,I'd like to listen to Kafu Banton,try to listen to kansas benton,PlayMusic
453.wav,0.5714285714285714,I'd like to listen to Anthony Gonzalez,i like to listen to and sneak <unk>,PlayMusic
454.wav,0.14285714285714285,I'd like to listen to Golden Features,like to listen to golden features,PlayMusic
455.wav,0.42857142857142855,I'd like to listen to City Spud,like to listen to cities but,PlayMusic
456.wav,0.14285714285714285,I'd like to listen to Alabama Shakes,like to listen to alabama shakes,PlayMusic
457.wav,0.2857142857142857,I'd like to listen to Eddy Flow,i like to listen to any flow,PlayMusic
458.wav,0.0,I'd like to listen to POWERS,i'd like to listen to powers,PlayMusic
459.wav,0.3333333333333333,I'd like to listen to Zola,i'd like to listen to so uh,PlayMusic
46.wav,0.3333333333333333,I'd like to listen to Anevo,i'd like to listen to an evil,PlayMusic
460.wav,0.3333333333333333,I'd like to listen to Serebro,[noise] i'd like to listen to cerebral,PlayMusic
461.wav,0.42857142857142855,I'd like to listen to Cromo X,i like to listen to criminal acts,PlayMusic
462.wav,0.42857142857142855,I'd like to listen to Marie Plassard,i'd like to listen to my report hard,PlayMusic
463.wav,0.42857142857142855,I'd like to listen to Paloma Mami,i'd like to listen to hello my miami,PlayMusic
464.wav,0.5,I'd like to listen to Davichi,i like to listen to divvy cheesy,PlayMusic
465.wav,0.0,I'd like to listen to Shadow Blow,i'd like to listen to shadow blow,PlayMusic
466.wav,0.16666666666666666,I'd like to listen to Regula,i'd like to listen to <unk>,PlayMusic
467.wav,0.4444444444444444,I'd like to listen to Akim And The Majistret,i like to listen to him and the math district,PlayMusic
468.wav,0.3333333333333333,I'd like to listen to Nabiha,i'd like to listen to be huh,PlayMusic
469.wav,0.42857142857142855,I'd like to listen to TV Kids,oh like to listen to t._v. too,PlayMusic
47.wav,0.5714285714285714,I'd like to listen to NOK FTF,i'd like to listen to knock after he left,PlayMusic
470.wav,0.9,"I'd like to listen to Interpreti dello spettacolo ""Bella Ciao""",[noise] i like to listen to into pretty delo spent time below yeah,PlayMusic
471.wav,0.8333333333333334,I'd like to listen to W&W,oh nice to loosen w. w.,PlayMusic
472.wav,0.5,I'd like to listen to Pinkfong,i like to listen to t. ball,PlayMusic
473.wav,0.8333333333333334,I'd like to listen to R2Bees,[noise] i like to listen to uh to bees,PlayMusic
474.wav,0.42857142857142855,I'd like to listen to Tia Ray,i like to listen to me,PlayMusic
475.wav,0.16666666666666666,I'd like to listen to Bustamante,oh like to listen to bustamante,PlayMusic
476.wav,0.5,I'd like to listen to Clayton-Hamilton Jazz Orchestra,i like to do to plead hamilton jazz orchestra,PlayMusic
477.wav,0.5714285714285714,I'd like to listen to Sara Zacharias,i like to listen to sever that is,PlayMusic
478.wav,0.2857142857142857,I'd like to listen to Simon Erics,i like to listen to simon,PlayMusic
479.wav,0.6666666666666666,I'd like to listen to Sam-E,i tend to listen san <unk>,PlayMusic
48.wav,0.16666666666666666,I'd like to listen to BFL,i'd like to listen to d._s._l.,PlayMusic
480.wav,1.0,I'd like to listen to Olivia Eliasson,yeah,PlayMusic
481.wav,1.0,I'd like to listen to Clara,i was nineteen he crashed,PlayMusic
482.wav,0.16666666666666666,I'd like to listen to Grimes,i'd like to listen to grind,PlayMusic
483.wav,1.0,I'd like to listen to Khea,yeah [laughter],PlayMusic
484.wav,0.6363636363636364,"I'd like to listen to Bobby ""Boris"" Pickett & The Crypt-Kickers",i like to listen to hobbies were users,PlayMusic
485.wav,0.42857142857142855,I'd like to listen to LEE HI,i like to listen to me high,PlayMusic
486.wav,1.0,I'd like to listen to Unknown T,hi i'm nancy,PlayMusic
487.wav,1.0,I'd like to listen to Duki,d._c.,PlayMusic
488.wav,1.0,I'd like to listen to PENTAGON,[laughter],PlayMusic
489.wav,0.2857142857142857,I'd like to listen to Petite Meller,i'd like to listen to teach mellor,PlayMusic
49.wav,0.6363636363636364,I'd like to listen to Mariachi México 70 De Pepe López,like to listen to marry archie mexico's seventy pepper located,PlayMusic
490.wav,0.42857142857142855,I'd like to listen to Mota JR,i like to listen to motivate junior,PlayMusic
491.wav,0.16666666666666666,I'd like to listen to Bendik,i'd like to listen to bend,PlayMusic
492.wav,0.16666666666666666,I'd like to listen to Hecht,i'd like to listen to act,PlayMusic
493.wav,0.2857142857142857,I'd like to listen to Fire EX.,[noise] i'd like to listen to fire acts,PlayMusic
494.wav,0.14285714285714285,I'd like to listen to Chris MC,i'd like to listen to chris m._c.,PlayMusic
495.wav,0.16666666666666666,I'd like to listen to Hodari,i'd like to listen to army,PlayMusic
496.wav,0.5,I'd like to listen to Kayuá,i'd like to listen to call you or,PlayMusic
497.wav,0.16666666666666666,I'd like to listen to iSHi,i'd like to listen to easy,PlayMusic
498.wav,0.8333333333333334,I'd like to listen to ProfJam,like <unk> gym,PlayMusic
499.wav,0.0,I'd like to listen to Santa Cruz,i'd like to listen to santa cruz,PlayMusic
5.wav,0.5,I'd like to listen to Chillouh,i like to listen to chill out,PlayMusic
50.wav,0.42857142857142855,I'd like to listen to Rinni Wulandari,i like to listen to really wild,PlayMusic
500.wav,0.42857142857142855,I'd like to listen to Jussi 69,i'd like to listen to jesse six nine,PlayMusic
501.wav,0.5714285714285714,I'd like to listen to Jiggy Dje,i'd like to g._e._d.,PlayMusic
502.wav,0.6666666666666666,I'd like to listen to Gripin,[noise] i'm trying to listen to christmas,PlayMusic
503.wav,0.7142857142857143,I'd like to listen to Jamie Cullum,like television and jamie hello,PlayMusic
504.wav,0.8333333333333334,I'd like to listen to Shu-Bi-Dua,i'd like to ration and should be doing,PlayMusic
505.wav,0.7142857142857143,I'd like to listen to Charlie Wilson,my tuition and charlie wilson,PlayMusic
506.wav,0.25,I'd like to listen to Dj Spike Miller,i'd like to listen a d._j. spike miller,PlayMusic
507.wav,0.16666666666666666,I'd like to listen to Emir,i'd like to listen to amir,PlayMusic
508.wav,0.2857142857142857,I'd like to listen to Sammi Sanchez,i like to listen to sammy sanchez,PlayMusic
509.wav,0.2857142857142857,I'd like to listen to Pei-Yu Hong,i'd like to listen to you home,PlayMusic
51.wav,0.42857142857142855,I'd like to listen to Pharoahe Monch,i like to listen to feral <unk>,PlayMusic
510.wav,0.2857142857142857,I'd like to listen to Joe Flizzow,i'd like to listen to joe flus though,PlayMusic
511.wav,0.5,I'd like to listen to Vicentico,i'd like to listen to listen to go,PlayMusic
512.wav,0.2857142857142857,I'd like to listen to Kris Wu,i'd like to listen to chris whew,PlayMusic
513.wav,0.2857142857142857,I'd like to listen to Luck Ra,i'd like to listen to lacrosse,PlayMusic
1044.wav,0.5,I'd like to listen to Maiara & Maraisa,i like to listen to marmara emery so,PlayMusic
1045.wav,1.0,I'd like to listen to Disciples,i liked was insightful,PlayMusic
1046.wav,0.75,I'd like to listen to Kris Kross Amsterdam,i like listening crisscross amsterdam,PlayMusic
1047.wav,0.42857142857142855,I'd like to listen to William Singe,i like to listen to him since,PlayMusic
1048.wav,0.7142857142857143,I'd like to listen to BlocBoy JB,i like to snowboard you be,PlayMusic
1049.wav,0.6666666666666666,I'd like to listen to BloodPop®,i like listening to <unk>,PlayMusic
105.wav,1.0,I'd like to listen to Alan Silvestri,<unk>,PlayMusic
1050.wav,0.42857142857142855,I'd like to listen to Skylar Grey,i like to listen to scarlet gray,PlayMusic
1051.wav,0.3333333333333333,I'd like to listen to P!nk,i like to listen to him,PlayMusic
1052.wav,0.25,I'd like to listen to Machine Gun Kelly,i like to listen to machine gun alley,PlayMusic
1053.wav,0.5714285714285714,I'd like to listen to Paulo Londra,like to listen apollo laundry,PlayMusic
1054.wav,1.0,I'd like to listen to Conrad Sewell,my cholesterol conrad you well,PlayMusic
1055.wav,0.8333333333333334,I'd like to listen to Gzuz,i like listening,PlayMusic
1056.wav,0.3333333333333333,I'd like to listen to DRAM,i like to listen to drown,PlayMusic
1057.wav,0.6666666666666666,I'd like to listen to BTS,i like to listen to the beach yeah,PlayMusic
1058.wav,0.5714285714285714,I'd like to listen to Karol G,like to listen ecology,PlayMusic
1059.wav,0.14285714285714285,I'd like to listen to Ricky Martin,i like to listen to ricky martin,PlayMusic
106.wav,0.2857142857142857,I'd like to listen to The Libertines,i like to listen to the routines,PlayMusic
1060.wav,0.8571428571428571,I'd like to listen to Jessie J,like jesse james,PlayMusic
1061.wav,0.8571428571428571,I'd like to listen to Lil Skies,i like my little guy,PlayMusic
1062.wav,0.7142857142857143,I'd like to listen to Capital Bra,i like listening capital broad,PlayMusic
1063.wav,0.7142857142857143,I'd like to listen to Mr. Probz,i like to us numbers deprived,PlayMusic
1064.wav,0.5555555555555556,I'd like to listen to Zé Neto & Cristiano,i like to listen to the junk christianity,PlayMusic
1065.wav,1.0,I'd like to listen to Morat,<unk>,PlayMusic
1066.wav,0.14285714285714285,I'd like to listen to Jennifer Lopez,i like to listen to jennifer lopez,PlayMusic
514.wav,0.16666666666666666,I'd like to listen to Jugglerz,i'd like to listen to jugglers,PlayMusic
515.wav,0.16666666666666666,I'd like to listen to Muringa,i'd like to listen to marina,PlayMusic
516.wav,0.3333333333333333,I'd like to listen to twocolors,i'd like to listen to two colors,PlayMusic
517.wav,0.8333333333333334,I'd like to listen to Hiro,i like listening hero,PlayMusic
518.wav,0.5,I'd like to listen to K.Will,like to listen okay well,PlayMusic
519.wav,0.42857142857142855,I'd like to listen to DJ Myst,i like to listen to d._j. man,PlayMusic
52.wav,0.375,I'd like to listen to The Mulligan Brothers,i like to listen to the again brother,PlayMusic
520.wav,1.0,I'd like to listen to Jay Max,<unk>,PlayMusic
521.wav,0.6666666666666666,I'd like to listen to BMYE,i like to listen to be and why,PlayMusic
522.wav,0.5,I'd like to listen to Adrijana,i like to listen to a drama,PlayMusic
523.wav,0.7142857142857143,I'd like to listen to NEW CITY,i bike for than the new city,PlayMusic
524.wav,0.6666666666666666,I'd like to listen to Keane,i like to nicotine,PlayMusic
525.wav,0.8333333333333334,I'd like to listen to Clubbers,i like the covers,PlayMusic
