,Unnamed: 0,transcript,user_action,user_action_num
542,542,change the lights in the parking room,SwitchLightOff,0
543,543,in the flat in the toilet green,SetLightColor,5
544,544,change the lights into blue,SetLightColor,5
545,545,change lights to green please,SetLightColor,5
546,546,change the with to pink please,SetLightColor,5
547,547,activate garden lights,SwitchLightOn,1
548,548,adjust the laundry room lighting to up thirty nine,SetLightBrightness,4
549,549,change the lights to pink,SetLightColor,5
550,550,change the lights to red,SetLightColor,5
551,551,change the lights to red in the parking section,SetLightColor,5
552,552,change the living room lights to twenty,SetLightBrightness,4
553,553,change the office light to pink,SetLightColor,5
554,554,changed office lights to of meeting,SetLightBrightness,4
555,555,changed parking room to green,SetLightColor,5
556,556,changed vestibule lighting to two percent percent,SetLightBrightness,4
557,557,change the yard lights to green,SetLightColor,5
558,558,change toilets light color to red,SetLightColor,5
559,559,adjust the lighting to level twenty two,SetLightBrightness,4
560,560,Click on the lights,SwitchLightOn,1
561,561,color change lights to red,SetLightColor,5
562,562,cold flat pink,SetLightColor,5
563,563,color lights red,SetLightColor,5
564,564,color the its all red,SetLightColor,5
565,565,color the light's red,SetLightColor,5
566,566,cold you change the brightness of the lights on the patio to seventy-three tree,SetLightBrightness,4
567,567,could you change the light to red,SetLightColor,5
568,568,could you increase the brightness of the lights,IncreaseBrightness,2
569,569,could you increase the light brightness in the dining room,IncreaseBrightness,2
570,570,just the light its less bright,DecreaseBrightness,3
571,571,could you make the lights in the basement brighter,IncreaseBrightness,2
572,572,could you please turn my lights on,SwitchLightOn,1
573,573,could you please turn the light on I'm some,SwitchLightOn,1
574,574,could you switch on some lights,SwitchLightOn,1
575,575,could you turn down the bedroom lights,DecreaseBrightness,3
576,576,could you turn the lights on please,SwitchLightOn,1
577,577,but of lowered with garden light,SwitchLightOff,0
578,578,cut the waiting room light,SwitchLightOff,0
579,579,dark in the waiting room,SwitchLightOff,0
580,580,decrease brightness,DecreaseBrightness,3
581,581,adjust lights to the setting,SwitchLightOff,0
582,582,the shed brightness in after room,DecreaseBrightness,3
583,583,decreased brightness in boardroom by one third.,DecreaseBrightness,3
584,584,decrease brightness please,DecreaseBrightness,3
585,585,the tree light brighness in little,DecreaseBrightness,3
586,586,decrease light brightness please,DecreaseBrightness,3
587,587,create lights in house,DecreaseBrightness,3
588,588,decreased the brightness,DecreaseBrightness,3
589,589,decreased the brightness of the bulbs,DecreaseBrightness,3
590,590,increased the brightness of lights can shed,DecreaseBrightness,3
591,591,adjust living room brightness to level too,SetLightBrightness,4
592,592,decrease the brightness please,DecreaseBrightness,3
593,593,decrease the intensity of the lights,DecreaseBrightness,3
594,594,decreased the intensity of the lights in the kids bedroom,DecreaseBrightness,3
595,595,decreased the intensity of the pantry waiting,DecreaseBrightness,3
596,596,decrease the light brightness in the cubicle,DecreaseBrightness,3
597,597,decreased light intensity,DecreaseBrightness,3
598,598,decreased light intensity in the entrance,DecreaseBrightness,3
599,599,decreased the light intensity in the entrance to zero,SwitchLightOff,0
600,600,decreased the light intensity in the office,DecreaseBrightness,3
601,601,decrease the light intensity in the vestibule to zero,SwitchLightOff,0
602,602,just pink you like to blue,SetLightColor,5
603,603,decrease the light intensity to zero,SwitchLightOff,0
604,604,decrease the lighting in the laundry room,DecreaseBrightness,3
605,605,decrease the lighting so it's not so bright,DecreaseBrightness,3
606,606,decrease the light's intensity in my bedroom balcony,DecreaseBrightness,3
607,607,dim lights please,DecreaseBrightness,3
608,608,can lights please,DecreaseBrightness,3
609,609,dim bathroom,DecreaseBrightness,3
610,610,dim the light in the it's bedroom,DecreaseBrightness,3
611,611,them the lighting completely in the waiting room,SwitchLightOff,0
612,612,dim the lights,DecreaseBrightness,3
613,613,i'd just the pantry lighting level thirty nine,SetLightBrightness,4
614,614,dim the lights completely in the living room,SwitchLightOff,0
615,615,dim the lights for me,DecreaseBrightness,3
616,616,dim the lights in the backyard,DecreaseBrightness,3
617,617,dim the lights in the bathroom,DecreaseBrightness,3
618,618,dim lights in the get,DecreaseBrightness,3
619,619,dim the lights in the living room,DecreaseBrightness,3
620,620,the the light's Place,DecreaseBrightness,3
621,621,can the lights please,DecreaseBrightness,3
622,622,dimmer,DecreaseBrightness,3
623,623,dim the studio lighting,DecreaseBrightness,3
624,624,adjust toilet lighting to the two setting,SetLightBrightness,4
625,625,do me here and sun the flat on,SwitchLightOn,1
626,626,do turn out on my bedroom light now,SwitchLightOn,1
627,627,don't forget to turn off the lights in the studio,SwitchLightOff,0
628,628,level light entrance from shining,SwitchLightOff,0
629,629,Eliminate the lighting,SwitchLightOff,0
630,630,and the lights from shining in the cubicle,SwitchLightOff,0
631,631,and sure the lights are off in the waiting room,SwitchLightOff,0
632,632,Find the bulbs for the cellar and turn them up,IncreaseBrightness,2
633,633,get me more light,IncreaseBrightness,2
634,634,get me some lights in the ten,SwitchLightOn,1
635,635,get the inside to at made do,SetLightBrightness,4
636,636,get rid of the lights in the bathroom,SwitchLightOff,0
637,637,get the cellar lights on,SwitchLightOn,1
638,638,get the lounge room lights up twenty two,SetLightBrightness,4
639,639,get the lights on,SwitchLightOn,1
640,640,get the lights on please,SwitchLightOn,1
641,641,Make the living room Situate on please,SwitchLightOn,1
642,642,get the room brighter please,IncreaseBrightness,2
643,643,give me more light can here,IncreaseBrightness,2
644,644,give me more flat in the bedroom,IncreaseBrightness,2
645,645,give me pink lights,SetLightColor,5
646,646,have just the toilets lights to twenty,SetLightBrightness,4
647,647,go ahead turn the tad meeting mood light the pink,SetLightColor,5
648,648,go ahead and turn the laundry room lights up brighter,IncreaseBrightness,2
649,649,go straight and turn on the lights,SwitchLightOn,1
650,650,go please shut off the lights,SwitchLightOff,0
651,651,"google, shut off lights",SwitchLightOff,0
652,652,have the kitchen five at lower brightness,DecreaseBrightness,3
653,653,over the lights colored blue,SetLightColor,5
654,654,have the lights turn blue,SetLightColor,5
655,655,help me change the color blue,SetLightColor,5
656,656,help me decrease the brightness in backyard there,DecreaseBrightness,3
657,657,activate lights,SwitchLightOn,1
658,658,level please turn off lights in backyard,SwitchLightOff,0
659,659,help me them the light in the pantry,DecreaseBrightness,3
660,660,help me in the lights,DecreaseBrightness,3
661,661,help me dim the lights Place,DecreaseBrightness,3
662,662,help me make it so light is not so bright,DecreaseBrightness,3
663,663,help me make the entire appartment area,SetLightColor,5
664,664,help me make the entire house pink,SetLightColor,5
665,665,help me make the light brighter,IncreaseBrightness,2
666,666,help me make the light green,SetLightColor,5
667,667,help me make the light red,SetLightColor,5
668,668,help me put on the lights,SwitchLightOn,1
669,669,are you able to change the lights to turn to green,SetLightColor,5
670,670,help me rid the bright to two,SetLightBrightness,4
671,671,house me set the entrance flat to two,SetLightBrightness,4
672,672,help me set the lights to fifty,SetLightBrightness,4
673,673,help me set the lights to twenty,SetLightBrightness,4
674,674,help me turn on the light please,SwitchLightOn,1
675,675,help me turn the flat on,SwitchLightOn,1
676,676,the cut the lights in the kitchen,SwitchLightOff,0
677,677,less get the light brightness lower here,DecreaseBrightness,3
678,678,don't prefer the living room lights to be on anymore,SwitchLightOff,0
679,679,don't want it to be so have,DecreaseBrightness,3
680,680,"Assistant, need my cubicle lights on",SwitchLightOn,1
681,681,don't want it to be this Make,DecreaseBrightness,3
682,682,don't want backyard yard lights to be on,SwitchLightOff,0
683,683,don't want the bedroom to be so bright,DecreaseBrightness,3
684,684,don't want the lights on any more,SwitchLightOff,0
685,685,don't want to lights in cella any more,SwitchLightOff,0
686,686,don't want the lights on,SwitchLightOff,0
687,687,don't want the lights to shine in the living room,SwitchLightOff,0
688,688,don't want there to be any light on in the office,SwitchLightOff,0
689,689,don't want there to be lights on any more,SwitchLightOff,0
690,690,need brightness setting of twelve in the can tree,SetLightBrightness,4
691,691,"Assistant, turned my lights on",SwitchLightOn,1
692,692,need brighter lighting in the bedroom,IncreaseBrightness,2
693,693,need it to be brighter and the cubicle,IncreaseBrightness,2
694,694,any waiting,SwitchLightOn,1
695,695,need lighting in the kitchen,SwitchLightOn,1
696,696,need light on over the toilets,SwitchLightOn,1
697,697,need more light,IncreaseBrightness,2
698,698,rid more light here,IncreaseBrightness,2
699,699,need my bedroom brighter now,IncreaseBrightness,2
700,700,need my bedroom lighter lower,DecreaseBrightness,3
701,701,need my pantry set at ten brightness,SetLightBrightness,4
702,702,want the brightness of lights,IncreaseBrightness,2
703,703,need lighting in the office,SetLightColor,5
704,704,need some light play,SwitchLightOn,1
705,705,made some light play in the kitchen,SwitchLightOn,1
706,706,and need some five,SwitchLightOn,1
707,707,need some lights in the kitchen,SwitchLightOn,1
708,708,need some more lights in here,IncreaseBrightness,2
709,709,need the cella balcony like turned off,SwitchLightOff,0
710,710,made the light,SwitchLightOn,1
711,711,need the light in the kitchen,SwitchLightOn,1
712,712,there like to be brighter,IncreaseBrightness,2
713,713,laundry want the brightness of the waiting room,IncreaseBrightness,2
714,714,need the like to be increased,IncreaseBrightness,2
715,715,need the lighting cranked up little,IncreaseBrightness,2
716,716,need the light Lessen like to if that room to be set at and meeting,SetLightBrightness,4
717,717,need the lights in the kids room to be pink,SetLightColor,5
718,718,one the flat near the facilities to be create,IncreaseBrightness,2
719,719,need the lights off in the changing room,SwitchLightOff,0
720,720,need the so in the entrance,SwitchLightOff,0
721,721,need lights to be blue now,SetLightColor,5
722,722,need the lights to be blue,SetLightColor,5
723,723,the lights to be brighter,IncreaseBrightness,2
724,724,but sure that all little living is off,SwitchLightOff,0
725,725,need lights to be dimmed,DecreaseBrightness,3
726,726,need the lights turn down bed,DecreaseBrightness,3
727,727,need the lights turned off in the vestibule,SwitchLightOff,0
728,728,the room to be blue,SetLightColor,5
729,729,need this Set to have the lighting more fifty,SetLightBrightness,4
730,730,need two lamps all off no,SwitchLightOff,0
731,731,stop the lights to be on,SwitchLightOff,0
732,732,can you raise the lights in the toilets,IncreaseBrightness,2
733,733,stop the lights,SwitchLightOff,0
734,734,switch all the lights to the off position in the vestibule,SwitchLightOff,0
735,735,switch flat double,SetLightColor,5
736,736,switch my lights on now,SwitchLightOn,1
737,737,switch all exterior lighting,SwitchLightOff,0
738,738,switch of small meeting room light,SwitchLightOff,0
739,739,switch of the garage light,SwitchLightOff,0
740,740,switch off the lights,SwitchLightOff,0
741,741,switch off the lights after level for the area,SwitchLightOff,0
742,742,switch off the shed lights,SwitchLightOff,0
743,743,can you set pink right in the basement,SetLightColor,5
744,744,switch on my backyard yard lighting,SwitchLightOn,1
745,745,switch on my cubicle light please,SwitchLightOn,1
746,746,switch on my garden lights,SwitchLightOn,1
747,747,switch the lights in the kids bedroom,SwitchLightOn,1
748,748,switch on the lights,SwitchLightOn,1
749,749,switch on the studio flat,SwitchLightOn,1
750,750,meeting the light to green,SetLightColor,5
751,751,switched the light green,SetLightColor,5
752,752,switched the lights the blue in the bedroom,SetLightColor,5
753,753,switch the lights to dark in the pantry,SwitchLightOff,0
754,754,can you red the basement lights to five,SetLightBrightness,4
755,755,shed the lit light to red,SetLightColor,5
756,756,switch to red lights,SetLightColor,5
757,757,turn on the lights of kids bedroom,SwitchLightOn,1
758,758,the basement is too bright,DecreaseBrightness,3
759,759,basement lights must be switched on,SwitchLightOn,1
760,760,the bedroom light are too bright but with the brightness,DecreaseBrightness,3
761,761,the bedroom lights need of brighter illumination,IncreaseBrightness,2
762,762,the bedroom lights need to be brighter right now,IncreaseBrightness,2
763,763,the brightness and the studio should be twenty two,SetLightBrightness,4
764,764,need do lamps all off now please,SwitchLightOff,0
765,765,need you to increase the intensity of the backyard light,IncreaseBrightness,2
766,766,need you to turn the lights off in the basement,SwitchLightOff,0
767,767,prefer it the lights are on now,SwitchLightOn,1
768,768,be sure the light intensity is set to two percent percent,SetLightBrightness,4
769,769,should like to see red lights,SetLightColor,5
770,770,think all the light should be on twenty two,SetLightBrightness,4
771,771,think the light should be on by now,SwitchLightOn,1
772,772,think the light should be pink,SetLightColor,5
773,773,want blue light,SetLightColor,5
774,774,want its,SetLightColor,5
775,775,want green light,SetLightColor,5
776,776,on at less brightened,DecreaseBrightness,3
777,777,want it pink in here,SetLightColor,5
778,778,want to be brighter in the cella,IncreaseBrightness,2
779,779,be sure the lights are completely darkened by the toilet,SwitchLightOff,0
780,780,want less brightness,DecreaseBrightness,3
781,781,want let lit,DecreaseBrightness,3
782,782,want less light in the waiting room,DecreaseBrightness,3
783,783,don't level twelve to be the setting for the brightness,SetLightBrightness,4
784,784,want lighting in the bedroom,SwitchLightOn,1
785,785,want lights,SwitchLightOn,1
786,786,want lights in the kitchen,SwitchLightOn,1
787,787,want if on in the backyard yard,SwitchLightOn,1
788,788,want lights on Place,SwitchLightOn,1
789,789,want living room lights to be changed to pink,SetLightColor,5
790,790,more ten like more off by the toilet,SwitchLightOff,0
791,791,want more brightness in the changing room,IncreaseBrightness,2
792,792,what more brightness that to pantry,IncreaseBrightness,2
793,793,want more light,IncreaseBrightness,2
794,794,don't more light in the bathroom,IncreaseBrightness,2
795,795,want my child's bedroom to have green like,SetLightColor,5
796,796,want my cubicle lights to be two,SetLightBrightness,4
797,797,want pink lights now,SetLightColor,5
798,798,want area lighting,SetLightColor,5
799,799,Will want red lights please,SetLightColor,5
800,800,want bathroom to be more in,DecreaseBrightness,3
801,801,trip made lights in the waiting room,SwitchLightOn,1
802,802,us ten brightness the lights,IncreaseBrightness,2
803,803,want the brightest lights in the kitchen Place,IncreaseBrightness,2
804,804,want the brightness of the lights in the laundry room to be fifty,SetLightBrightness,4
805,805,want the brightness rid to too,SetLightBrightness,4
806,806,and bright stop be fifty be room,SetLightBrightness,4
807,807,want the brightness to be level the on my light,SetLightBrightness,4
808,808,want the brightness to be set at twenty,SetLightBrightness,4
809,809,want to area this turn up in this room,IncreaseBrightness,2
810,810,want to cella here flat on,SwitchLightOn,1
811,811,want the cellar flat off,SwitchLightOff,0
812,812,bright lights entrance,IncreaseBrightness,2
813,813,want to cella here lights on,SwitchLightOn,1
814,814,want the cubicle lights to be at twenty two percent percent,SetLightBrightness,4
815,815,want the cubicle to be brighter,IncreaseBrightness,2
816,816,twenty to cubicle to be at thirty nine brightness,SetLightBrightness,4
817,817,want the dining room lights to be turned on,SwitchLightOn,1
818,818,twenty the entire appartment to be at too brightness,SetLightBrightness,4
819,819,on the entrance rid on,SwitchLightOn,1
820,820,want facilities to have lights on now,SwitchLightOn,1
821,821,want the lights to be pink,SetLightColor,5
822,822,want the kids bedroom to be set to level fifty,SetLightBrightness,4
823,823,bright in the large meeting room please,IncreaseBrightness,2
824,824,want the kids like to be pink,SetLightColor,5
825,825,want the kitchen lights to be twenty two,SetLightBrightness,4
826,826,want to light bulbs to be at level thirty nine,SetLightBrightness,4
827,827,want the light color changed to red,SetLightColor,5
828,828,want lighter in the garden turned on,SwitchLightOn,1
829,829,want the lights and the lounge to turn on,SwitchLightOn,1
830,830,want the light intensity to be at level ten,SetLightBrightness,4
831,831,want the light intensity turned up in the bedroom,IncreaseBrightness,2
832,832,want the light set to ten everywhere,SetLightBrightness,4
833,833,want light to be on,SwitchLightOn,1
834,834,brighten the lights,IncreaseBrightness,2
835,835,want the lighting increased,IncreaseBrightness,2
836,836,want the lighting situated at twenty two in the dining room,SetLightBrightness,4
837,837,want the tad rid Add,SetLightBrightness,4
838,838,want the lights decreased please,DecreaseBrightness,3
839,839,am are the five dim,DecreaseBrightness,3
840,840,turned the five in the out to pink,SetLightColor,5
841,841,want the lights in the bedroom on,SwitchLightOn,1
842,842,want the lights in the bedroom set to five,SetLightBrightness,4
843,843,want the lights in the laundry room to change to red,SetLightColor,5
844,844,want the lights in the pantry to be pink,SetLightColor,5
845,845,bright in the lights in the waiting room,IncreaseBrightness,2
846,846,on the lights near toilets to be pink,SetLightColor,5
847,847,and what ten lights off,SwitchLightOff,0
848,848,want the lights off everywhere,SwitchLightOff,0
849,849,twenty the light off in the meeting room,SwitchLightOff,0
850,850,one lights on,SwitchLightOn,1
851,851,want the lights on at the two waiting,SwitchLightOn,1
852,852,want to like brighness for the entire lot please,SwitchLightOn,1
853,853,want the lights on now,SwitchLightOn,1
854,854,want the light set two fifty in the kids room,SetLightBrightness,4
855,855,i'd on the lights to be at level twenty two,SetLightBrightness,4
856,856,brighten up the cubicle,IncreaseBrightness,2
857,857,want the lights to be blue in the bathroom,SetLightColor,5
858,858,want the lights to be brighter,IncreaseBrightness,2
859,859,want the lights to be changed to blue,SetLightColor,5
860,860,and want the lights to be dimmed,DecreaseBrightness,3
861,861,want the lights to be increased in brightness,IncreaseBrightness,2
862,862,want the lights to be increased,IncreaseBrightness,2
863,863,Will want the lights to be lowered,DecreaseBrightness,3
864,864,want the lights to be area please,SetLightColor,5
865,865,want the lights to be turned off,SwitchLightOff,0
866,866,want lights to be turned off in the vestibule,SwitchLightOff,0
867,867,garage,IncreaseBrightness,2
868,868,want the light turn down in the bedroom,DecreaseBrightness,3
869,869,want the lounge light on,SwitchLightOn,1
870,870,want the parking lights off,SwitchLightOff,0
871,871,twenty ten like turned on,SwitchLightOn,1
872,872,want the pretty room light off,SwitchLightOff,0
873,873,want the room brighter,IncreaseBrightness,2
874,874,want this studio to be dark,SwitchLightOff,0
875,875,what the toilet lights off,SwitchLightOff,0
876,876,want the all lights to be at twelve,SetLightBrightness,4
877,877,want the toilet lights to be on,SwitchLightOn,1
878,878,darkness is to percent in create down Place,SetLightBrightness,4
879,879,want be twenty will it Lessen level to power,SetLightBrightness,4
880,880,want the vestibule to shine at twelve percent percent,SetLightBrightness,4
881,881,want the waiting room lights at ten,SetLightBrightness,4
882,882,want this room at brightness level ten,SetLightBrightness,4
883,883,want to brighten the laundry room,IncreaseBrightness,2
884,884,want to change boardroom brightness to ten please,SetLightBrightness,4
885,885,want to change the light green,SetLightColor,5
886,886,want to change the light to blue instead.,SetLightColor,5
887,887,want two lights to lower setting please,DecreaseBrightness,3
888,888,want to glow here my appartment lights please,DecreaseBrightness,3
889,889,brightness house is decrease Help,SetLightBrightness,4
890,890,want to make the light dimmer,DecreaseBrightness,3
891,891,want to make the room brighter,IncreaseBrightness,2
892,892,one to rid the play two ten,SetLightBrightness,4
893,893,want to turn off the lights,SwitchLightOff,0
894,894,want to turn off the patio lamps,SwitchLightOff,0
895,895,want to change the brightness level in the patio to ten,SetLightBrightness,4
896,896,want you to switch off all the lights and my cubicle,SwitchLightOff,0
897,897,want you to turn off the lights in the small meeting room,SwitchLightOff,0
898,898,want you to turn the lights off in my room please,SwitchLightOff,0
899,899,brightness to seventy-three tree please,SetLightBrightness,4
900,900,it would like for the light to be brighter,IncreaseBrightness,2
901,901,would like for the lights to be,SetLightColor,5
902,902,would like green lights please,SetLightColor,5
903,903,would like lights on inside the house,SwitchLightOn,1
904,904,would like pink lights please,SetLightColor,5
905,905,would like inside Set level in the balcony we thirty can,SetLightBrightness,4
906,906,studio like the brightness of the lights to be level for,SetLightBrightness,4
907,907,would let the garage flat on fifty,SetLightBrightness,4
908,908,would like the lights to be turned on,SwitchLightOn,1
909,909,would like the lights less bright,DecreaseBrightness,3
910,910,activate the lights,SwitchLightOn,1
911,911,bring darkness to this room by turning off the lights,SwitchLightOff,0
912,912,would like the lights to change to green,SetLightColor,5
913,913,would like the lights turned off,SwitchLightOff,0
914,914,child's let the down flat on,SwitchLightOn,1
915,915,would like the vestibule will to be be,SetLightColor,5
916,916,would like the waiting room lights turned up,IncreaseBrightness,2
917,917,would prefer that the changing room lights be lowered,DecreaseBrightness,3
918,918,i'd light these lights on,SwitchLightOn,1
919,919,would like your let off,SwitchLightOff,0
920,920,i'd light for my lights to be flipped on now,SwitchLightOn,1
921,921,will be Make for the Make to be blue,SetLightColor,5
922,922,bring the cellar lights up to two,SetLightBrightness,4
923,923,i'd like for the lights to go on now,SwitchLightOn,1
924,924,i'd like it little do,DecreaseBrightness,3
925,925,like more lighting in the bedroom,IncreaseBrightness,2
926,926,i'd like the bedroom lights to be at ten percent percent,SetLightBrightness,4
927,927,red like the brightness changed in the made,SwitchLightOff,0
928,928,you like the brightness Set to twenty,SetLightBrightness,4
929,929,like the brightness turned down,DecreaseBrightness,3
930,930,i'd like to darkness are no,IncreaseBrightness,2
931,931,rid light the brightness turned up in the garage,IncreaseBrightness,2
932,932,i'd like the lights to be set to twelve,SetLightBrightness,4
933,933,can the changing room lights be turned on,SwitchLightOn,1
934,934,i'd like the kitchen to be brighter,IncreaseBrightness,2
935,935,like light to increase in the pantry,IncreaseBrightness,2
936,936,like the lit on the intense to be on,SwitchLightOn,1
937,937,i'd like the lights in the laundry room to be at level twenty two,SetLightBrightness,4
938,938,like the light should in the vestibule,SwitchLightOff,0
939,939,i'd like the lights to be shut off,SwitchLightOff,0
940,940,like the five to be shut down,SwitchLightOff,0
941,941,like the if to be turned on,SwitchLightOn,1
942,942,can the laundry room have green lights,SetLightColor,5
943,943,has like the lights to change in the large meeting room,SwitchLightOff,0
944,944,i'd like the lights to not be so bright,DecreaseBrightness,3
945,945,i'd like the lights turn down in the kids room,DecreaseBrightness,3
946,946,i'd like the living room lights to be at twelve percent percent,SetLightBrightness,4
947,947,would like the parking tad turned,SetLightColor,5
948,948,i'd like the vestibule lighting to be at thirty nine,SetLightBrightness,4
949,949,i'd like to activate lights in my cubicle,SwitchLightOn,1
950,950,like to have pink lighting in the bathroom,SetLightColor,5
951,951,would like to lights to be green please,SetLightColor,5
952,952,i'd like to lower the lights in the bedroom,DecreaseBrightness,3
953,953,can the lights be area instead.,SetLightColor,5
954,954,i'd prefer prefer the lights were on now,SwitchLightOn,1
955,955,i'd prefer it to be brighter,IncreaseBrightness,2
956,956,i'd prefer the from light to be at thirty nine,SetLightBrightness,4
957,957,prefer the laundry of lights to be turned to green,SetLightColor,5
958,958,i'd prefer the lights to be on,SwitchLightOn,1
959,959,rid prefer the office lights to be on,SwitchLightOn,1
960,960,i'd prefer the toilet lighting to be at level cella,SetLightBrightness,4
961,961,i'd one with the lights in the dining room,SwitchLightOff,0
962,962,I'm in the basement please turn the lights on,SwitchLightOn,1
963,963,I'm in the kitchen and need some lights,SwitchLightOn,1
964,964,can the living room lights be turned off,SwitchLightOff,0
965,965,I'm in the kitchen can you give me some lights please,SwitchLightOn,1
966,966,illuminate the entrance,SwitchLightOn,1
967,967,in the basement turned the brightness to twenty,SetLightBrightness,4
968,968,in the bathroom turn up the light power,IncreaseBrightness,2
969,969,in the changing room turned down the light power,DecreaseBrightness,3
970,970,can the cubicle and switch off the lights,SwitchLightOff,0
971,971,in the entrance changed the cellar to red,SetLightColor,5
972,972,in the entrance make the lights pink,SetLightColor,5
973,973,in the garage changed the lights to pink,SetLightColor,5
974,974,in the it's bedroom make the flat pink,SetLightColor,5
975,975,and were changed the house lighting to twelve,SetLightBrightness,4
976,976,in the kids bedroom turned the lights off,SwitchLightOff,0
977,977,in the laundry room turned down the light power,DecreaseBrightness,3
978,978,in the living room make the lights green,SetLightColor,5
979,979,in the lounge change it to level two,SetLightBrightness,4
980,980,in the lounge turned the lights off,SwitchLightOff,0
981,981,in the pantry turned down the brightness,DecreaseBrightness,3
982,982,in the pantry turn up the brightness,IncreaseBrightness,2
983,983,in the small meeting room the lights must be pink,SetLightColor,5
984,984,and the cellar set the brightness of the light cold to twelve,SetLightBrightness,4
985,985,increased brightness please,IncreaseBrightness,2
986,986,can we change Will lights to anything but pink,SetLightColor,5
987,987,increase brightness to fifty,SetLightBrightness,4
988,988,increase brightness to seventy-three tree,SetLightBrightness,4
989,989,bring rid brighness,IncreaseBrightness,2
990,990,increase light intensity,IncreaseBrightness,2
991,991,increase lighting in entire appartment,IncreaseBrightness,2
992,992,increase lighter in small meeting room,IncreaseBrightness,2
993,993,increase lights in entire house,IncreaseBrightness,2
994,994,increase the brighness in the changing room,IncreaseBrightness,2
995,995,increased the brightness of the basement,IncreaseBrightness,2
996,996,increased the brightness of the kitchen lights,IncreaseBrightness,2
997,997,can we make the whole house at twenty two,SetLightBrightness,4
998,998,increase the brighness of the flat in the cellar,IncreaseBrightness,2
999,999,increase the brightness of the flat in the dining room,IncreaseBrightness,2
1000,1000,increase the brightness of the light in the entrance,IncreaseBrightness,2
1001,1001,increase the brightness of the lights,IncreaseBrightness,2
1002,1002,increase the brightness of this room,IncreaseBrightness,2
1003,1003,increase the brightness to seventy-three tree,SetLightBrightness,4
1004,1004,increase the brightness to ten,SetLightBrightness,4
1005,1005,Place the cubicle's light intensity,IncreaseBrightness,2
1006,1006,increased the intensity of the lighting,IncreaseBrightness,2
1007,1007,is the intensity of the living sleep,IncreaseBrightness,2
1008,1008,green light in the shed,SetLightColor,5
1009,1009,increased the intensity of the flat,IncreaseBrightness,2
1010,1010,red in changing room,IncreaseBrightness,2
1011,1011,increase the light intensity,IncreaseBrightness,2
1012,1012,increase the light intensity in the vestibule,IncreaseBrightness,2
1013,1013,increase the lighting,IncreaseBrightness,2
1014,1014,increased lighting in the cubicle,IncreaseBrightness,2
1015,1015,intense the lighting in the vestibule,IncreaseBrightness,2
1016,1016,increase the lighting intensity,IncreaseBrightness,2
1017,1017,increase the lighting intensity please,IncreaseBrightness,2
1018,1018,increase the lights in the bedroom,IncreaseBrightness,2
1019,1019,activate that Let's light,SwitchLightOn,1
1020,1020,can you change the bathroom light blue,SetLightColor,5
1021,1021,increase the flat in the garden,IncreaseBrightness,2
1022,1022,increase the flat in the toilet,IncreaseBrightness,2
1023,1023,in increase lights on the patio,IncreaseBrightness,2
1024,1024,increase the flat sleep,IncreaseBrightness,2
1025,1025,increase the lights it is too dark,IncreaseBrightness,2
1026,1026,is it possible to turn down the brightness,DecreaseBrightness,3
1027,1027,is it the for you to decrease the brightness of the lights,DecreaseBrightness,3
1028,1028,is it possible for you to turn the lights up in the cellar for us,IncreaseBrightness,2
1029,1029,is it possible to get the lounge brightness to five,SetLightBrightness,4
1030,1030,is it possible to stand down the brighness in the kitchen,DecreaseBrightness,3
1031,1031,can you change the color of the lights to area in the lounge getting room,SetLightColor,5
1032,1032,is it possible to turn on studio light,SwitchLightOn,1
1033,1033,is it possible to turn the lights on,SwitchLightOn,1
1034,1034,is it possible to turn the lights down in this room,DecreaseBrightness,3
1035,1035,is there way to turn the kitchen lights to red,SetLightColor,5
1036,1036,is there any you can change the light two be blue,SetLightColor,5
1037,1037,it is too dark on the patio increase the lights,IncreaseBrightness,2
1038,1038,it is two dark more lights,IncreaseBrightness,2
1039,1039,it's to bright in here,DecreaseBrightness,3
1040,1040,it's too bright bring the lights down,DecreaseBrightness,3
1041,1041,too bright please make it darker,DecreaseBrightness,3
1042,1042,the you change its in to,SetLightColor,5
1043,1043,it's too dark in here,IncreaseBrightness,2
1044,1044,it's too dark in here brightened the lights bit,IncreaseBrightness,2
1045,1045,too dark in the bedroom,IncreaseBrightness,2
1046,1046,too dark in the waiting room,IncreaseBrightness,2
1047,1047,as way Throughout darken here,IncreaseBrightness,2
1048,1048,Will the bathroom,SwitchLightOff,0
1049,1049,Will the lights in the bedroom,SwitchLightOff,0
1050,1050,Will the like in the entire appartment,SwitchLightOff,0
1051,1051,let can brightness for me,DecreaseBrightness,3
1052,1052,vestibule the brightness of the lights in the bedroom,DecreaseBrightness,3
1053,1053,can you change the light in the garden to pink,SetLightColor,5
1054,1054,let there be light,SwitchLightOn,1
1055,1055,flat the garage meeting ten enter,SetLightBrightness,4
1056,1056,let's have studio lights,SetLightColor,5
1057,1057,let's have the entrance be area,SetLightColor,5
1058,1058,let all the intensity of the lights,DecreaseBrightness,3
1059,1059,let make the vestibule area,SetLightColor,5
1060,1060,let's get the patio if to blue,SetLightColor,5
1061,1061,let's lower the light please,DecreaseBrightness,3
1062,1062,let's make the entrance rid,SetLightColor,5
1063,1063,let's make the light pink,SetLightColor,5
1064,1064,and you change the lighting into bathroom,SwitchLightOff,0
1065,1065,it's turn off the like in the office,SwitchLightOff,0
1066,1066,light up the vestibule,SwitchLightOn,1
