,transcript,user_action,user_action_num
622,didn't like,DecreaseBrightness,3
623,then the studio letting,DecreaseBrightness,3
624,to the to setting,SetLightBrightness,4
625,new media said and done the lights on,SwitchLightOn,1
626,do turner my bedroom like now,SwitchLightOn,1
627,oh forget to turn off the lights in the studio,SwitchLightOff,0
628,lemonade and translate shining,SwitchLightOff,0
629,eliminate the lighting,SwitchLightOff,0
630,underlying from shining and the cubicle,SwitchLightOff,0
631,i'm sure the lights are all in the waiting room,SwitchLightOff,0
632,trying to <unk> done them up,IncreaseBrightness,2
633,more like,IncreaseBrightness,2
634,[noise] get to meet some lives in it and,SwitchLightOn,1
635,the slaves to getting,SetLightBrightness,4
636,<unk> in the bathroom,SwitchLightOff,0
637,good cellar lights on,SwitchLightOn,1
638,get the laundry room lined up to twenty two,SetLightBrightness,4
639,[noise] got the lights on,SwitchLightOn,1
640,got the last on you,SwitchLightOn,1
641,that the living room i thought,SwitchLightOn,1
642,[noise] get the room brighter please,IncreaseBrightness,2
643,give me my light in here,IncreaseBrightness,2
644,you mean more like in the bedroom,IncreaseBrightness,2
645,gives me pink lights,SetLightColor,5
646,i guess our lives to plenty,SetLightBrightness,4
647,go ahead and turn the watch meeting like,SetLightColor,5
648,go ahead and turn the laundry room lights up writer,IncreaseBrightness,2
649,go straight and turn on the light,SwitchLightOn,1
650,go go please shut off the lights,SwitchLightOff,0
651,google set off like,SwitchLightOff,0
652,you can buy the right,DecreaseBrightness,3
653,oh it's calling blue,SetLightColor,5
654,have the lights turned blue,SetLightColor,5
655,meaning the color blue,SetLightColor,5
656,i mean nuclear brightness in back uh,DecreaseBrightness,3
657,activity like,SwitchLightOn,1
658,<unk> turned off lights in backyard,SwitchLightOff,0
659,them the light in the pantry,DecreaseBrightness,3
660,told me dim the lights,DecreaseBrightness,3
661,helped me demoralized please,DecreaseBrightness,3
662,make it so daylight is not too bright,DecreaseBrightness,3
663,hey mimi then dyed apartment right,SetLightColor,5
664,help me make the entire house,SetLightColor,5
665,me me the right burger,IncreaseBrightness,2
666,help me make the light green,SetLightColor,5
667,oh me makes the light read,SetLightColor,5
668,help me put on the lights,SwitchLightOn,1
669,are you able to change the light turns green,SetLightColor,5
670,<unk>,SetLightBrightness,4
671,help me and translate to,SetLightBrightness,4
672,how does the lifestyle fifty,SetLightBrightness,4
673,we <unk> twenty,SetLightBrightness,4
674,hi dawn on me,SwitchLightOn,1
675,he'll meat done delayed on,SwitchLightOn,1
676,<unk> lights in the kitchen,SwitchLightOff,0
677,hey russ get the line right this lower in here,DecreaseBrightness,3
678,i don't prefer the living room might be on anymore,SwitchLightOff,0
679,i don't want it to be so great,DecreaseBrightness,3
680,assistant i need my cubicle lights on,SwitchLightOn,1
681,i don't want it to be this bryant,DecreaseBrightness,3
682,i don't want backyard lights beyond,SwitchLightOff,0
683,i don't want the bedroom to be so bright,DecreaseBrightness,3
684,i don't want the lights on any more,SwitchLightOff,0
685,i don't want live on anymore,SwitchLightOff,0
686,i don't want the lights on,SwitchLightOff,0
687,i don't want that likes to shine in the living room,SwitchLightOff,0
688,i don't want there to be any late on in the office,SwitchLightOff,0
689,i don't want there to be like on any more,SwitchLightOff,0
690,hi nina basements acting oh great independently,SetLightBrightness,4
691,didn't turn my lights on,SwitchLightOn,1
692,runner lining their bedrooms,IncreaseBrightness,2
693,needed to be brighter cubicle,IncreaseBrightness,2
694,writing,SwitchLightOn,1
695,i need a lady in the kitchen,SwitchLightOn,1
696,i mean like on over the toilets,SwitchLightOn,1
697,need more like,IncreaseBrightness,2
698,i need my life here,IncreaseBrightness,2
699,i need my bedroom brighter now,IncreaseBrightness,2
700,need my bedroom much lower,DecreaseBrightness,3
701,i mean my pantry shed at ten brightness,SetLightBrightness,4
702,rent the rightness or lights,IncreaseBrightness,2
703,i need being play being in the office,SetLightColor,5
704,some like please,SwitchLightOn,1
705,i need some like please in the kitchen,SwitchLightOn,1
706,i need some life,SwitchLightOn,1
707,i need some lights in the kitchen,SwitchLightOn,1
708,i mean some more lives here,IncreaseBrightness,2
709,i need to like turned down,SwitchLightOff,0
710,i need the light,SwitchLightOn,1
711,the light in the kitchen,SwitchLightOn,1
712,the right to be brighter,IncreaseBrightness,2
713,oh man brightness the waiting room,IncreaseBrightness,2
714,needs to be increased,IncreaseBrightness,2
715,i mean the lying cranked up a little,IncreaseBrightness,2
716,need that lives in like the be,SetLightBrightness,4
717,i mean the lights in the game room do you think,SetLightColor,5
718,i need to me near the guy next to be but i,IncreaseBrightness,2
719,i need the lights off in the changing rooms,SwitchLightOff,0
720,i need the laid off in the entrance,SwitchLightOff,0
721,i mean the life to be blue now,SetLightColor,5
722,i need to like be blue,SetLightColor,5
723,needs to be brighter,IncreaseBrightness,2
724,show that all the level of lighting is off,SwitchLightOff,0
725,i mean delighted to be damned,DecreaseBrightness,3
726,i need the lights turned down it,DecreaseBrightness,3
727,need the lights turned off in the vestibule,SwitchLightOff,0
728,need the room to be blue,SetLightColor,5
729,i need a new the like being on frisky,SetLightBrightness,4
730,i need to all off now,SwitchLightOff,0
731,stop the lights to be on,SwitchLightOff,0
732,can you raise the lights in the toilets,IncreaseBrightness,2
733,stop the lights,SwitchLightOff,0
734,which all of her life all position invested you'll,SwitchLightOff,0
735,shoot late to move,SetLightColor,5
736,switch my lights on now,SwitchLightOn,1
737,switch little exterior lighting,SwitchLightOff,0
738,they just meeting tonight,SwitchLightOff,0
739,[noise] just like,SwitchLightOff,0
740,which off the light,SwitchLightOff,0
741,switch on line after we were <unk>,SwitchLightOff,0
742,dropped the shed lights,SwitchLightOff,0
743,who said it's great in the basement,SetLightColor,5
744,joan my backyard lighting,SwitchLightOn,1
745,switch on my cubicle lately is,SwitchLightOn,1
746,on my garden like,SwitchLightOn,1
747,switch the lights and the kids bedroom,SwitchLightOn,1
748,on the light,SwitchLightOn,1
749,switch on the studio like,SwitchLightOn,1
750,i used to be,SetLightColor,5
751,switch the light's green,SetLightColor,5
752,switch to watch the blue in the bedroom,SetLightColor,5
753,switch to lives too dark in the pantry,SwitchLightOff,0
754,can you to be life,SetLightBrightness,4
755,switch the toilet like to read,SetLightColor,5
756,switched to red light,SetLightColor,5
757,on the like the bedroom,SwitchLightOn,1
758,the basement is too bright,DecreaseBrightness,3
759,from lights must be switch done,SwitchLightOn,1
760,bedroom laid or too bright the with the rightness,DecreaseBrightness,3
761,the bedroom my brighter illumination,IncreaseBrightness,2
762,the bedroom lives need to be brighter right now,IncreaseBrightness,2
763,brightness in the studio should be twenty two,SetLightBrightness,4
764,i need to lamps off no please,SwitchLightOff,0
765,i need you to increase intensity of the backyard light,IncreaseBrightness,2
766,i mean you don't like all these make,SwitchLightOff,0
767,for the lights are on now,SwitchLightOn,1
768,be sure the light intensity upset to twelve percent,SetLightBrightness,4
769,i should like to see red light,SetLightColor,5
770,i think all the it should be on twenty two,SetLightBrightness,4
771,i think it should be on by now,SwitchLightOn,1
772,i think the line should be pink,SetLightColor,5
773,i want blue light,SetLightColor,5
774,i was like,SetLightColor,5
775,i want be like,SetLightColor,5
776,less break now,DecreaseBrightness,3
777,i wanted to in here,SetLightColor,5
778,i want it to be brighter in iowa,IncreaseBrightness,2
779,be sure the lights are completely dark in by the toilet,SwitchLightOff,0
780,[noise] i watch less brightness,DecreaseBrightness,3
781,i want less light,DecreaseBrightness,3
782,i one last night in the waiting room,DecreaseBrightness,3
783,i wanted to be distracting me,SetLightBrightness,4
784,[noise] i was living in denver,SwitchLightOn,1
785,i was lights,SwitchLightOn,1
786,i went lights in the kitchen,SwitchLightOn,1
787,right around in the back yard,SwitchLightOn,1
788,[noise] i want lights on place,SwitchLightOn,1
789,i won't living who likes to be changed too big,SetLightColor,5
790,<unk> where the toilet,SwitchLightOff,0
791,i want more brightness in general,IncreaseBrightness,2
792,well we're just in the history,IncreaseBrightness,2
793,online,IncreaseBrightness,2
794,more like in the bathroom,IncreaseBrightness,2
795,where my child's bedroom tom green light,SetLightColor,5
796,well my cubicle like to be on to,SetLightBrightness,4
797,[noise] i was pink nights night,SetLightColor,5
798,i won't liking,SetLightColor,5
799,i want red lights green,SetLightColor,5
800,the bathroom to be we're done,DecreaseBrightness,3
801,did they do in the waiting room,SwitchLightOn,1
802,bush debate off the lights,IncreaseBrightness,2
803,want the brightest late in the kitchen,IncreaseBrightness,2
804,i wonder what i miss tonight in the laundry june be fifty,SetLightBrightness,4
805,i wonder <unk> to do,SetLightBrightness,4
806,[noise] i want the maintenance be in the bedroom,SetLightBrightness,4
807,[noise] i wonder brightness she'll be eleven on my life,SetLightBrightness,4
808,i wonder what i meant to be shot at twenty,SetLightBrightness,4
809,the president's turn up in this room,IncreaseBrightness,2
810,i want to sell early on,SwitchLightOn,1
811,i won't <unk> laid off,SwitchLightOff,0
812,pretty likely,IncreaseBrightness,2
813,want the cellar lights on,SwitchLightOn,1
814,i want to cupid ultra lights to be twenty two percent,SetLightBrightness,4
815,i want the cubicle to be brighter,IncreaseBrightness,2
816,when the cubicle to be thirty nine brightness,SetLightBrightness,4
817,oh one the dining room lights to be turned on,SwitchLightOn,1
818,deeds her apartment to be into brightness,SetLightBrightness,4
819,i won't be intense later on,SwitchLightOn,1
820,i want the facilities outline on how,SwitchLightOn,1
821,left the house late beeping,SetLightColor,5
822,i want the kids bedroom to be set to level,SetLightBrightness,4
823,right in a large meeting room please,IncreaseBrightness,2
824,i want the kids like should be peak,SetLightColor,5
825,[noise] i want the kitchen like to be twenty two,SetLightBrightness,4
826,i wanted to light bulbs to be at level thirty nine,SetLightBrightness,4
827,[noise] i want to like color jeans to read,SetLightColor,5
828,i wonder like gotten going on,SwitchLightOn,1
829,want to live in the lounge and turned on,SwitchLightOn,1
830,i want the light intensity to be a level ten,SetLightBrightness,4
831,i want the light intensity turned up in the bedroom,IncreaseBrightness,2
832,want the it's and everywhere,SetLightBrightness,4
833,i want to like to be on,SwitchLightOn,1
834,breaking the lights,IncreaseBrightness,2
835,i want the lighting increased,IncreaseBrightness,2
836,i went to lighting situated at twenty two in the dining room,SetLightBrightness,4
837,one believes that greek greek,SetLightBrightness,4
838,long the lights decreased please,DecreaseBrightness,3
839,i'm on the lady,DecreaseBrightness,3
840,my one that lives in the bathrooms beeping,SetLightColor,5
841,i want the lights in the bedroom on,SwitchLightOn,1
842,i want the lights in the bedroom set to five,SetLightBrightness,4
843,i wanted the lights in the laundry room to change to read,SetLightColor,5
844,[noise] when the lights in the pantry to be peace,SetLightColor,5
845,right in the lights in the waiting room,IncreaseBrightness,2
846,i wonder like me and doing it to be,SetLightColor,5
847,<unk>,SwitchLightOff,0
848,<unk> everywhere,SwitchLightOff,0
849,intellectual meeting room,SwitchLightOff,0
850,i won the lights on,SwitchLightOn,1
851,and the in the city,SwitchLightOn,1
852,<unk> the entire please,SwitchLightOn,1
853,<unk> on now,SwitchLightOn,1
854,i want the like two fifty and the kids room,SetLightBrightness,4
855,i wonder like still be leverage to do,SetLightBrightness,4
856,right not the cubicle,IncreaseBrightness,2
857,i went to late speed blue in the bathroom,SetLightColor,5
858,i want to live to be brighter,IncreaseBrightness,2
859,i want the lights to be changed to blue,SetLightColor,5
860,from one place to be done,DecreaseBrightness,3
861,i want the lights to be increased and right,IncreaseBrightness,2
862,i wanted to like to be increased,IncreaseBrightness,2
863,to live to be lowered,DecreaseBrightness,3
864,i wonder like do they need,SetLightColor,5
865,i want to be turned off,SwitchLightOff,0
866,i want to be turned off in the best deal,SwitchLightOff,0
867,played that,IncreaseBrightness,2
868,i wanted to lights turned down the bedroom,DecreaseBrightness,3
869,i want the lounge light on,SwitchLightOn,1
870,the person like,SwitchLightOff,0
871,independent like turn don't,SwitchLightOn,1
872,i won the oh my oh,SwitchLightOff,0
873,i want the room or,IncreaseBrightness,2
874,i want the studio to be dark,SwitchLightOff,0
875,the toilet to us,SwitchLightOff,0
876,well the whole life to be as well,SetLightBrightness,4
877,i wanted like to be on,SwitchLightOn,1
878,my nose and do any good to be,SetLightBrightness,4
879,hi my name's right same thing keeps me busy,SetLightBrightness,4
880,i want to be able to sign it twelve percent,SetLightBrightness,4
881,i love the waiting room like ten,SetLightBrightness,4
882,i want this my brightness level ten,SetLightBrightness,4
883,i want to break the laundry room,IncreaseBrightness,2
884,i want to change the boardroom brightness potentially,SetLightBrightness,4
885,i wanted to change the light green,SetLightColor,5
886,i want to change the light blue instead,SetLightColor,5
887,want to like lower setting,DecreaseBrightness,3
888,one to lose my apartment nights please,DecreaseBrightness,3
889,made me think of something,SetLightBrightness,4
890,i want to make the them or,DecreaseBrightness,3
891,i wanted to make the room brighter,IncreaseBrightness,2
892,<unk> said that late then,SetLightBrightness,4
893,want to turn off the light,SwitchLightOff,0
894,i want to turn on the patio and,SwitchLightOff,0
895,want to change the brightness level and the patio to ten,SetLightBrightness,4
896,i want you to switch off all the lights in a cubicle,SwitchLightOff,0
897,i want you to turn off the lights in the small meeting room,SwitchLightOff,0
898,i don't get done to live in maryland gee,SwitchLightOff,0
899,right to seventy three please,SetLightBrightness,4
900,like lights be brighter,IncreaseBrightness,2
901,i would like for the life beeping,SetLightColor,5
902,i would like green light squeeze,SetLightColor,5
903,would like lights on inside the house,SwitchLightOn,1
904,i would like light breeze,SetLightColor,5
905,[noise] i would like they don't need to be nice,SetLightBrightness,4
906,[noise] i would like to buy something needs to be limited i,SetLightBrightness,4
907,i would like the garage lights on you,SetLightBrightness,4
908,i would like nicely done or,SwitchLightOn,1
909,i would like the lights less right,DecreaseBrightness,3
910,to be polite,SwitchLightOn,1
911,bring darkness in his room by turning off the lake,SwitchLightOff,0
912,i would like the lights to change to green,SetLightColor,5
913,i would the turned off,SwitchLightOff,0
914,i would like the lunch lay down,SwitchLightOn,1
915,i there's too many to be,SetLightColor,5
916,i was like the waiting room lights turned up,IncreaseBrightness,2
917,i would be sure that the changing like eat lower,DecreaseBrightness,3
918,[noise] i'd like these lights on,SwitchLightOn,1
919,i would like on a tough,SwitchLightOff,0
920,like for my wife to be flipped on now,SwitchLightOn,1
921,like the light blue,SetLightColor,5
922,bring the cellar lights up to to,SetLightBrightness,4
923,i for like to go on now,SwitchLightOn,1
924,i like it didn't go,DecreaseBrightness,3
925,i like more lighting in the bedroom,IncreaseBrightness,2
926,likes to be ten percent,SetLightBrightness,4
927,i did like the rightness change in this yeah,SwitchLightOff,0
928,<unk>,SetLightBrightness,4
929,the brightest turned him,DecreaseBrightness,3
930,business turned off,IncreaseBrightness,2
931,i like the brightness turned up in the garage,IncreaseBrightness,2
932,i like the house flights to be set to twelve,SetLightBrightness,4
933,can change and i'm like be turned on,SwitchLightOn,1
934,[noise] like the kitchen to be brighter,IncreaseBrightness,2
935,i like the lights increasing the pantry,IncreaseBrightness,2
936,oh like life interest me on,SwitchLightOn,1
937,i like the lights in the laundry room to the level twenty two,SetLightBrightness,4
938,<unk>,SwitchLightOff,0
939,nice to be show,SwitchLightOff,0
940,i wise to be shut down,SwitchLightOff,0
941,like last returned on,SwitchLightOn,1
942,the laundry room has green lights,SetLightColor,5
943,like to change in the lord's meeting room,SwitchLightOff,0
944,i'd like to like to not be so bright,DecreaseBrightness,3
945,i just turned down and the kids from,DecreaseBrightness,3
946,i like the living room rights to be had twelve percent,SetLightBrightness,4
947,oh <unk>,SetLightColor,5
948,and like the best deal lighting to be thirty nine,SetLightBrightness,4
949,i like to activate highlights in might recall,SwitchLightOn,1
950,i like to have people fighting in the bathroom,SetLightColor,5
951,i would like to like green tea,SetLightColor,5
952,like to lose the lights in the bedroom,DecreaseBrightness,3
953,be read instead,SetLightColor,5
954,i prefer the lights were on now,SwitchLightOn,1
955,i prefer it to be brighter,IncreaseBrightness,2
956,i prefer the bathroom like to be at thirty nine,SetLightBrightness,4
957,i prefer the laundry room might be turned to green,SetLightColor,5
958,i'd prefer the lights to be on,SwitchLightOn,1
959,i prefer the office like to be on,SwitchLightOn,1
960,i decided on exciting do the atlanta braves,SetLightBrightness,4
961,i'm <unk> in the dining room,SwitchLightOff,0
962,i mean the basement he's done like huh,SwitchLightOn,1
963,i'm in the kitchen and i need some lights,SwitchLightOn,1
964,the living room life be turned off,SwitchLightOff,0
965,and and you can give me some please,SwitchLightOn,1
966,eliminate the entrance,SwitchLightOn,1
967,in the basement the pregnancy twenty,SetLightBrightness,4
968,in the bathroom turn the light power,IncreaseBrightness,2
969,in the changing rooms turned out of power,DecreaseBrightness,3
970,cubicle and switch off the light,SwitchLightOff,0
971,in the entrance change the color red,SetLightColor,5
972,in the entrance makes the lights pink,SetLightColor,5
973,undergrad changed their lives to tubing,SetLightColor,5
974,indicates that made delayed spank,SetLightColor,5
975,change the house lightning well,SetLightBrightness,4
976,and the kids bedroom turn the lights off,SwitchLightOff,0
977,in the laundry room turn down the light power,DecreaseBrightness,3
978,meaning to make their life,SetLightColor,5
979,[noise] in the lounge change it to level too,SetLightBrightness,4
980,in the lounge turn the lights off,SwitchLightOff,0
981,in the pantry turn down the premise,DecreaseBrightness,3
982,in the pantry turn up the brightness,IncreaseBrightness,2
983,small meeting them the must be,SetLightColor,5
984,dollar set the brightness like oh well,SetLightBrightness,4
985,increase pregnant please,IncreaseBrightness,2
986,totally changed still likes to anything but peak,SetLightColor,5
987,greens brightness too picky,SetLightBrightness,4
988,increase brightness seventy three,SetLightBrightness,4
989,increase my goodness,IncreaseBrightness,2
990,increase flight intensity,IncreaseBrightness,2
991,increase lighting an entire apartment,IncreaseBrightness,2
992,increase lighting in small media room,IncreaseBrightness,2
993,increase lives in entire house,IncreaseBrightness,2
994,increase brightens into changing them,IncreaseBrightness,2
995,increase the brightness of the basement,IncreaseBrightness,2
996,the <unk>,IncreaseBrightness,2
997,we make a whole house or twenty two,SetLightBrightness,4
998,[noise] <unk>,IncreaseBrightness,2
999,includes tightening up appalachian the dining room,IncreaseBrightness,2
1000,<unk> and turns,IncreaseBrightness,2
1001,increase the brightness the light,IncreaseBrightness,2
1002,increase the brightness and room,IncreaseBrightness,2
1003,mr second degree,SetLightBrightness,4
1004,increase the brightness to ten,SetLightBrightness,4
1005,<unk> intensity,IncreaseBrightness,2
1006,increase the intensity and the lighting,IncreaseBrightness,2
1007,racially insensitive gliding please,IncreaseBrightness,2
1008,light in the shed,SetLightColor,5
1009,increasing the lights,IncreaseBrightness,2
1010,crystalline changing rooms,IncreaseBrightness,2
1011,increase the light intensity,IncreaseBrightness,2
1012,increase the life intensity and the vestibule,IncreaseBrightness,2
1013,increase elaine,IncreaseBrightness,2
1014,increase the lighting and accuse home,IncreaseBrightness,2
1015,delighting in the last year,IncreaseBrightness,2
1016,increase the lightning,IncreaseBrightness,2
1017,increase the lighting intensity please,IncreaseBrightness,2
1018,increase the like in the,IncreaseBrightness,2
1019,[laughter],SwitchLightOn,1
1020,[noise] can you change the bathroom like new,SetLightColor,5
1021,increase the lights in the garden,IncreaseBrightness,2
1022,you <unk>,IncreaseBrightness,2
1023,increase the lights on the patio,IncreaseBrightness,2
1024,increase the late sixties,IncreaseBrightness,2
1025,increase the life is to dart,IncreaseBrightness,2
1026,possible to turn down the rightness,DecreaseBrightness,3
1027,is it okay for you to decrease the pregnancy bullets,DecreaseBrightness,3
1028,plus <unk> initial enough foreigners,IncreaseBrightness,2
1029,is it possible to get allowance brightness to five,SetLightBrightness,4
1030,you could possibly do down don't debate nothing gets but um,DecreaseBrightness,3
1031,[noise] can you change the color or read in the you do,SetLightColor,5
1032,it's impossible to turn on studio light,SwitchLightOn,1
1033,impossible to turn the lights on,SwitchLightOn,1
1034,impossible to turn the lights down in this room,DecreaseBrightness,3
1035,wages don't like to read,SetLightColor,5
1036,you you can can be blue,SetLightColor,5
1037,it is to dart on the patio increase the light,IncreaseBrightness,2
1038,dark more like,IncreaseBrightness,2
1039,do but i in here,DecreaseBrightness,3
1040,too bright bring the lights down,DecreaseBrightness,3
1041,still break please major darker,DecreaseBrightness,3
1042,you change the kids from three,SetLightColor,5
1043,you do dark and yet,IncreaseBrightness,2
1044,to dark in here right and the lights up bet,IncreaseBrightness,2
1045,dark in the bedroom,IncreaseBrightness,2
1046,dark in the waiting room,IncreaseBrightness,2
1047,it's way too dark in here,IncreaseBrightness,2
1048,about three months,SwitchLightOff,0
1049,the lights in the bedroom,SwitchLightOff,0
1050,so <unk> our apartment,SwitchLightOff,0
1051,lessen the brightness for me,DecreaseBrightness,3
1052,liberate miserable lights in the bedroom,DecreaseBrightness,3
1053,change late in the garden to bank,SetLightColor,5
1054,let there be like,SwitchLightOn,1
1055,yeah lived in brooklyn,SetLightBrightness,4
1056,watch a red light,SetLightColor,5
1057,well that's how the entrance be read,SetLightColor,5
1058,that's the intensity of the lakes,DecreaseBrightness,3
1059,make the computer screen,SetLightColor,5
1060,<unk> likes to be,SetLightColor,5
1061,let's lowers the lights please,DecreaseBrightness,3
1062,let's make them done slating they'd,SetLightColor,5
1063,the lights blink,SetLightColor,5
1064,you riding in the bathroom,SwitchLightOff,0
1065,turn on the lights in the office,SwitchLightOff,0
1066,right up the vestibule,SwitchLightOn,1
1067,basic needs to the eleventh doing their cubicles,SetLightBrightness,4
1068,like in the back yard to be read,SetLightColor,5
1069,<unk> young,SwitchLightOn,1
1070,more intense please,IncreaseBrightness,2
1071,it's all in the living room,SwitchLightOff,0
1072,like larger leave,SwitchLightOff,0
1073,myself,SwitchLightOff,0
1074,like on in the kids bedroom,SwitchLightOn,1
1075,can you change the lighting intensity of the laundry room to twenty two,SetLightBrightness,4
1076,lights on now,SwitchLightOn,1
1077,lights out,SwitchLightOff,0
1078,myself,SwitchLightOff,0
1079,[noise] nice nice,SwitchLightOff,0
1080,lower all the lighting,DecreaseBrightness,3
1081,lower brightness,DecreaseBrightness,3
1082,<unk> in the back yard,DecreaseBrightness,3
1083,lower brightness in the toilets room,DecreaseBrightness,3
1084,lower like right now,DecreaseBrightness,3
1085,lower landing in the back yard,DecreaseBrightness,3
1086,<unk> the lives two fifty on the <unk>,SetLightBrightness,4
1087,lower than brains,DecreaseBrightness,3
1088,lower the brain you know,DecreaseBrightness,3
1089,oh the brightness in the facilities room,DecreaseBrightness,3
1090,brightness in the garden,DecreaseBrightness,3
1091,don't tend to the like,DecreaseBrightness,3
1092,lowering the landing in the garage,DecreaseBrightness,3
1093,lower the lights,DecreaseBrightness,3
1094,the lights in my bedroom please,DecreaseBrightness,3
1095,like to change,DecreaseBrightness,3
1096,the brightness should be ten in a bathroom,SetLightBrightness,4
1097,could you said the bathroom rightness level two thirty nine,SetLightBrightness,4
1098,<unk> should not be so great,DecreaseBrightness,3
1099,[noise] seller life should be turned on,SwitchLightOn,1
1100,<unk> nice to be that,IncreaseBrightness,2
1101,look color the life should be involved toilets room,SetLightColor,5
1102,they cubicle like she'll be,SetLightColor,5
1103,i <unk> we're blamed,DecreaseBrightness,3
1104,the <unk> need to be brighter,IncreaseBrightness,2
1105,i should have it's like don't know now,SwitchLightOff,0
1106,house remind needs to be changed read,SetLightColor,5
1107,teach kitchen like should be paying,SetLightColor,5
1108,just the bedroom much to ten percent,SetLightBrightness,4
1109,yeah and you send the bathroom life to seven degree,SetLightBrightness,4
1110,the kitchen shouldn't be brighter leave,IncreaseBrightness,2
1111,the meeting room is to dark and must be made brighter,IncreaseBrightness,2
1112,the laundry room is too bright,DecreaseBrightness,3
1113,the laundry room life should be green,SetLightColor,5
1114,like color in the waiting room should be green,SetLightColor,5
1115,right near your apartment to be done,DecreaseBrightness,3
1116,the light in the boardroom it'd be at seventy three,SetLightBrightness,4
1117,[noise] like in the parking lot beeping,SetLightColor,5
1118,life in the shade the be all,SwitchLightOff,0
1119,well i need to be them,DecreaseBrightness,3
1120,well the bagels,SetLightBrightness,4
1121,no life needs to be damned,DecreaseBrightness,3
1122,lives are too bright and i wanted him,DecreaseBrightness,3
1123,the lights in the sense that needs to be toned up,IncreaseBrightness,2
1124,right in the garage and stuff,SwitchLightOff,0
1125,the indicates that tomorrow the dog,IncreaseBrightness,2
1126,the lights in the living room need somebody blue,SetLightColor,5
1127,the lights in the living room should be on twenty two,SetLightBrightness,4
1128,it should be on you,SwitchLightOn,1
1129,nor the late in the dining room,DecreaseBrightness,3
1130,can you change the light's green,SetLightColor,5
1131,lower their lights on the patio,DecreaseBrightness,3
1132,<unk> windy,SetLightBrightness,4
1133,the lights,DecreaseBrightness,3
1134,again yes men's convention realizing when,SetLightBrightness,4
1135,make certain no lights are on in the bathroom,SwitchLightOff,0
1136,making them but i did in the bedroom,IncreaseBrightness,2
1137,make it didn't finish talking yeah,IncreaseBrightness,2
1138,make it a little less dark in the back yard,IncreaseBrightness,2
1139,make it brighter,IncreaseBrightness,2
1140,right in here,IncreaseBrightness,2
1141,you change the lights repeat,SetLightColor,5
1142,brighter and change,IncreaseBrightness,2
1143,get and the changing rooms,IncreaseBrightness,2
1144,<unk>,IncreaseBrightness,2
1145,making brighter and the large meeting room,IncreaseBrightness,2
1146,brighter in the living room,IncreaseBrightness,2
1147,making brighter in the waiting room,IncreaseBrightness,2
1148,indoor,SwitchLightOff,0
1149,make it dark in here,SwitchLightOff,0
1150,making back and changing them,SwitchLightOff,0
1151,[noise] me duck,SwitchLightOff,0
1152,game change their lifestyle bank everywhere,SetLightColor,5
1153,make the money in your,DecreaseBrightness,3
1154,make it more than,DecreaseBrightness,3
1155,make it so that the light is,SetLightColor,5
1156,make a little green,SetLightColor,5
1157,make laundry room like brightness twenty,SetLightBrightness,4
1158,clients brighter,IncreaseBrightness,2
1159,make light dinner,DecreaseBrightness,3
1160,make lights less bright in the lottery or,DecreaseBrightness,3
1161,make lakes bank,SetLightColor,5
1162,make new lights off,SwitchLightOff,0
1163,add more lighting in the basement,IncreaseBrightness,2
1164,any like through the color red,SetLightColor,5
1165,makes my bulbs less right,DecreaseBrightness,3
1166,me my late blue,SetLightColor,5
1167,make my lunch brighter,IncreaseBrightness,2
1168,make my lights green,SetLightColor,5
1169,make my life team,SetLightColor,5
1170,parking lights go on,SwitchLightOn,1
1171,make sure <unk> vitamins,IncreaseBrightness,2
1172,make sure the like that so i can see,IncreaseBrightness,2
1173,i'm sure there are no lights,SwitchLightOff,0
1174,<unk>,IncreaseBrightness,2
1175,can you change the patio like blue,SetLightColor,5
1176,they <unk> or like a,SetLightBrightness,4
1177,me to be life goes on,SwitchLightOn,1
1178,that might be better,DecreaseBrightness,3
1179,[noise] make the bathroom right on,SwitchLightOn,1
1180,to to dinner,DecreaseBrightness,3
1181,make the bedroom light or non,SwitchLightOn,1
1182,[noise] may then that you're late in the,SetLightBrightness,4
1183,make the boardroom like well,SetLightBrightness,4
1184,make the boardroom lights read,SetLightColor,5
1185,name is raymond at twelve percent,SetLightBrightness,4
1186,can you change the basketball too right,SetLightColor,5
1187,make some brightness in the kitchen seventy three,SetLightBrightness,4
1188,[noise] me too but i miss my like thirty nine,SetLightBrightness,4
1189,the price of the light yeah these two percent,SetLightBrightness,4
1190,make the color oh believe me,SetLightColor,5
1191,make the color of the light read,SetLightColor,5
1192,[noise] making cubicle less bright,DecreaseBrightness,3
1193,me too because like likely,SetLightColor,5
1194,relating to beat them or,DecreaseBrightness,3
1195,make them cubicle that turn off,SwitchLightOff,0
1196,can you dark in the bathroom,DecreaseBrightness,3
1197,dining room like all these,SwitchLightOff,0
1198,make day <unk> that,IncreaseBrightness,2
1199,make the entrance like twenty two,SetLightBrightness,4
1200,<unk>,DecreaseBrightness,3
1201,i mean they got injured,SetLightColor,5
1202,made the kids spend too bright that'd be more like,IncreaseBrightness,2
1203,[noise] me bedroom right right,SetLightColor,5
1204,make the kids bedroom my each well,SetLightBrightness,4
1205,make they need somebody that,IncreaseBrightness,2
1206,make the kitchen brighter,IncreaseBrightness,2
1207,kind of decrease the brightness,DecreaseBrightness,3
1208,make that large meeting room late stupidity name but lightness,SetLightBrightness,4
1209,mean <unk>,DecreaseBrightness,3
