WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
154.wav,0.2857142857142857,Change loo lights to pink for me,change like to pink for me,SetLightColor
1540.wav,0.6666666666666666,please some light,some like,SwitchLightOn
1541.wav,0.8333333333333334,please some light in the kitchen,drink some lightning,SwitchLightOn
1542.wav,1.0,please switch color of all lights to green,<unk> studied,SetLightColor
1543.wav,0.5,please switch lights off,switch lights all,SwitchLightOff
1544.wav,0.8,please switch off lounge lights,<unk> lounge light,SwitchLightOff
1545.wav,0.6666666666666666,please switch off the kitchen lights after you cook,which often kitchen myself do you cook,SwitchLightOff
1546.wav,0.0,please switch off the studio lights,please switch off the studio lights,SwitchLightOff
1547.wav,0.5,"please the increase the brightness, it's too dark",pleased to increase the brightness in too dark,IncreaseBrightness
1548.wav,0.2857142857142857,please turn down the light for me,least turn down the line for me,DecreaseBrightness
1549.wav,1.0,please turn lights on,who's turned my dog,SwitchLightOn
155.wav,0.8333333333333334,Change meeting room lights to pink.,<unk> pink,SetLightColor
1550.wav,1.0,please turn off laundry room lights,nice during a <unk>,SwitchLightOff
1551.wav,0.8,please turn off lights everywhere,who's turnoff lanes everywhere,SwitchLightOff
1552.wav,0.2,please turn off parking lights,please turn off parking light,SwitchLightOff
1553.wav,0.5,please turn off the house lights,turn around the house like,SwitchLightOff
1554.wav,0.2,please turn off the lights,turn off the lights,SwitchLightOff
1555.wav,0.25,please turn off the lights of kids room,please turn off the lights in the room,SwitchLightOff
1556.wav,0.2,please turn on the lights,turn on the lights,SwitchLightOn
1557.wav,0.375,please turn on the lights of changing room,you turn on the lights up changing rooms,SwitchLightOn
1558.wav,0.4444444444444444,please turn the pantry lights to level thirty nine,turn the pantry like eleven thirty nine,SetLightBrightness
1559.wav,0.5555555555555556,put on the serial bulbs in the dining room,done this year bones in the dining room,SwitchLightOn
156.wav,0.6666666666666666,Change office lights to pink please.,change office like repeat these,SetLightColor
1560.wav,0.875,put the lights in the office on green,were delayed now in front of the,SetLightColor
1561.wav,0.42857142857142855,put the lights on in the vestibule,the lights on the vegetable,SwitchLightOn
1562.wav,1.0,reduce brightness of light bulbs,[noise] maybe own life but,DecreaseBrightness
1563.wav,0.3333333333333333,select green light,green light,SetLightColor
1564.wav,0.7142857142857143,set brightness of all lights to fifty,shut off all like two fifty,SetLightBrightness
1565.wav,0.8333333333333334,set brightness of house to fifty,said they saw host two fifty,SetLightBrightness
1566.wav,0.75,set brightness to five,have to fight,SetLightBrightness
1567.wav,0.6666666666666666,set light at level twenty two,like twenty two,SetLightBrightness
1568.wav,0.5714285714285714,set the bedroom lights to thirty nine,bedroom my thirty nine,SetLightBrightness
1569.wav,0.4444444444444444,set the color of meeting room lights to blue,the color a meeting room mates blue,SetLightColor
1029.wav,0.875,Set the lights to ten in the vestibule,<unk> that's the deal,SetLightBrightness
103.wav,0.0,Can you please turn down the lights.,can you please turn down the lights,DecreaseBrightness
1030.wav,0.7142857142857143,Set the lights to the on position,set life to be on the show,SwitchLightOn
1031.wav,0.3333333333333333,Set the lights to twenty two in the office,satellites to twenty two in the office,SetLightBrightness
1032.wav,0.42857142857142855,Set the lights to twenty two percent,satellites to twenty two percent,SetLightBrightness
1033.wav,1.0,Set the lights to zero brightness,life her greatness,SwitchLightOff
1034.wav,0.5555555555555556,Set the lights to zero brightness in the office,so like dizzy road brightness in the office,SwitchLightOff
1035.wav,0.8571428571428571,Set the living room's light to twenty,the the leading like empty,SetLightBrightness
1036.wav,0.8333333333333334,Set the patio lights to five.,it'd be nice to find,SetLightBrightness
1037.wav,0.625,Set the vestibule lights to level thirty nine,the basketball like i thirty nine,SetLightBrightness
1038.wav,0.6,Shine some light in here,signs some lightning here,SwitchLightOn
1039.wav,0.6,Shine some light in here.,some lightning here,SwitchLightOn
104.wav,0.125,Can you put lights on in the backyard?,can you put lights along in the backyard,SwitchLightOn
1040.wav,0.5,Shine some lights in the office,shines son lives in the office,SwitchLightOn
1041.wav,1.0,Shine the lights at level twelve,my life i've never tried to,SetLightBrightness
1042.wav,1.0,Shut down the kids bedroom lights.,right,SwitchLightOff
1043.wav,0.0,Shut down the lights.,shut down the lights,SwitchLightOff
1044.wav,0.42857142857142855,Shut off the lights at the entrance,shut off the lights and insurance,SwitchLightOff
1045.wav,0.0,Shut off the lights in the garage.,shut off the lights in the garage,SwitchLightOff
1046.wav,0.7142857142857143,Shut off the lights in the loo.,turtles the lights to know who,SwitchLightOff
1047.wav,0.6,Shut off the lights please.,shut down the line,SwitchLightOff
1048.wav,0.2,Shut off the lounge lights,shut off the lounge like,SwitchLightOff
1049.wav,0.42857142857142855,Shut the lights down in the bathroom,live down in the bathroom,SwitchLightOff
105.wav,0.6,Can you put the lights to twelve in the cubicle?,you but the last twelve and the recall,SetLightBrightness
1050.wav,0.42857142857142855,Shut the lights down in the entrance,to live down in the entrance,SwitchLightOff
1051.wav,0.5,Shut the lights off.,[noise] shut the lights on,SwitchLightOff
1052.wav,0.4666666666666667,"Sir, in the office please set the connected light bulbs to the brightness of ten.",we're in the office that connected light bulbs too brightness of time,SetLightBrightness
1053.wav,0.6666666666666666,"Sir, please set the brightness of the connected light bulbs to fifty.",certainly not the brightest something connected light people two fifty,SetLightBrightness
1054.wav,0.6,Situate the lights to thirty nine percent in the cubicle,since you're into lives two thirty nine percent and the cubicle,SetLightBrightness
1055.wav,0.5,Stop the lighting in the cubicle,stop planning the cubicle,SwitchLightOff
1056.wav,1.0,Stop the lights,like,SwitchLightOff
1057.wav,0.125,Stop the lights from shining in the bathroom,stop the whites from shining in the bathroom,SwitchLightOff
1058.wav,0.875,Stop the lights from shining in the shed.,i some chinese in michigan,SwitchLightOff
157.wav,0.16666666666666666,Change the backyard light to green,change the backyard light green,SetLightColor
1570.wav,1.0,set the intensity of the tubelight to two percent,right,SetLightBrightness
1571.wav,0.7272727272727273,set the lights in the changing room to level twenty two,like changing rooms or twenty two,SetLightBrightness
1572.wav,0.625,set the living room lights to ten percent,life to ten percent,SetLightBrightness
1573.wav,1.0,set the pantry brightness to twenty,hey <unk> gonna be,SetLightBrightness
1574.wav,0.7142857142857143,seventy-three is what the brightness should be.,seventy three is right should be,SetLightBrightness
1575.wav,0.2,shut off the kitchen light,shut off the kitchen might,SwitchLightOff
1576.wav,0.2222222222222222,"so much darkness in here, turn up the bulbs",so much darkness in here turn up the bowls,IncreaseBrightness
1577.wav,0.5,some light,some white,SwitchLightOn
1578.wav,0.2,some light in the kitchen,some late in the kitchen,SwitchLightOn
1579.wav,0.4,some lights in the kitchen,right in the kitchen,SwitchLightOn
158.wav,1.0,Change the basement brightness to seventy-three.,teams debasement vitamins to seventy three,SetLightBrightness
1580.wav,0.0,studio lights off,studio lights off,SwitchLightOff
1581.wav,0.5,studio lights on please,dirty allowance on please,SwitchLightOn
1582.wav,0.75,switch bathroom lights off,which bathroom i saw,SwitchLightOff
1583.wav,0.75,switch house lights off.,which house like uh,SwitchLightOff
1584.wav,1.0,switch lights off,like uh,SwitchLightOff
1585.wav,0.3333333333333333,switch lights on,which lights on,SwitchLightOn
1586.wav,0.8,switch lights on in vestibule,switch liaison invested bill,SwitchLightOn
1587.wav,1.0,switch off laundry room lights,[laughter] like,SwitchLightOff
1588.wav,0.6,switch off the bathroom lights,she's just the bathrooms lights,SwitchLightOff
1589.wav,0.4,switch off the lamps please,just the lamps please,SwitchLightOff
159.wav,0.3333333333333333,Change the basement brightness to two,change the basement brightness too,SetLightBrightness
1590.wav,0.14285714285714285,switch off the light in the toilet,switch off the late in the toilet,SwitchLightOff
1591.wav,0.25,switch off the lights,switch all the lights,SwitchLightOff
1592.wav,1.0,switch off vestibule lights off.,where did you like oh,SwitchLightOff
1593.wav,0.5,switch the garage light to  pink,switch the garage like a,SetLightColor
1594.wav,0.25,switch the lamps off,switch the lamps or,SwitchLightOff
1595.wav,1.0,switch the light to blue,<unk>,SetLightColor
1596.wav,0.25,take all lights off  as soon as possible,go lights off as soon as possible,SwitchLightOff
1597.wav,0.5833333333333334,"the backyard is too bright, can you turn it down a little",backyard is to break it down little,DecreaseBrightness
1598.wav,0.8571428571428571,the bathroom lights need changed to blue,nobody doom need to change to do,SetLightColor
1599.wav,1.0,the bedroom lights need to glow red,[noise] well they like need loaded,SetLightColor
16.wav,0.7142857142857143,Adjust the cella lights to twenty two,i just saw like twenty two,SetLightBrightness
160.wav,1.0,Change the bed room lights to blue,being debated,SetLightColor
1600.wav,1.0,"the boardroom is done, take off the lights",<unk> he's getting a call tonight,SwitchLightOff
1601.wav,0.8181818181818182,"the cellar is cold and dark, please turn up the brightness",sellers cold indoor eastern up right now,IncreaseBrightness
1602.wav,0.16666666666666666,"the house is getting too little light, turn up the brightness please",the house is getting too liberal like turn up the brightness please,IncreaseBrightness
1603.wav,0.0,the kitchen should not be so bright.,the kitchen should not be so bright,DecreaseBrightness
1604.wav,0.5,the large meeting room lights needs to be turned off,large many remains to be turned off,SwitchLightOff
1605.wav,1.0,the light is too bright so turn it down,why is too bright so turn it down the line is too bright so turn it down,DecreaseBrightness
1606.wav,0.3333333333333333,the lights need to be blue in the studio,likely to be blue in the studio,SetLightColor
1607.wav,0.5,the loo has too much lights,who has too much flights,DecreaseBrightness
1608.wav,0.75,"the loo is a little dark, turn up the brightness a little",the little little dark turnout brightness hello,IncreaseBrightness
1609.wav,0.15384615384615385,"the office has too much light , it needs to be turned down",the office has too much it needs to be turned down,DecreaseBrightness
161.wav,0.8,Change the brightness of the lights to twenty two percent,i miss the lights drinking do but,SetLightBrightness
1610.wav,0.5,"the office is a little too dark, please turn on the lights",offices the little too dark news turn on the lights,IncreaseBrightness
1611.wav,0.0,the parking area need the lights off,the parking area need the lights off,SwitchLightOff
1612.wav,0.8,the shed needs more light,suddenly it's more like,IncreaseBrightness
1613.wav,0.3076923076923077,"the sun is going down and its getting dark, turn the lights up",son is going down and it's getting dark turn the lights up,IncreaseBrightness
1614.wav,0.3333333333333333,"the toilets are too bright, turn the lights down",toilets or too bright turn the lights down,DecreaseBrightness
1615.wav,0.4166666666666667,"there is no one in the living room, take the lights off",there is no one in the living room to collect dolls,SwitchLightOff
1616.wav,0.46153846153846156,"this entire appartment is in darkness, you need to turn the brightness up",this entire apartment isn't darkness you need to turn the light brightness so,IncreaseBrightness
1617.wav,0.7272727272727273,"this room is pretty dark, why ? just turn the brightness up",room is pretty darn just turned down there right now,IncreaseBrightness
1618.wav,0.14285714285714285,toilet light change to level thirty nine,toilet like change to level thirty nine,SetLightBrightness
1619.wav,1.0,turn all kitchen lights to pink color,nineteen ninety two being gonna,SetLightColor
162.wav,0.4444444444444444,Change the brightness to fifty in the entire appartment,change some brightness in the entire apartment,SetLightBrightness
1620.wav,0.42857142857142855,turn all light bulbs into pink color,turn all laid off into color,SetLightColor
1621.wav,0.25,turn bathroom lights up,term bathroom lights up,IncreaseBrightness
1622.wav,1.0,turn bedroom red,don't do it,SetLightColor
1623.wav,0.3333333333333333,turn down lighting in the pantry,and then lighting in the pantry,DecreaseBrightness
1624.wav,0.5,turn down lights everywhere,turned down my everywhere,DecreaseBrightness
1625.wav,0.875,turn down the brightness level of light bulbs,doing down i miss living life but,DecreaseBrightness
1626.wav,0.5,turn down the lamps a bit,turned down the lamps with it,DecreaseBrightness
1627.wav,0.875,turn down the lights a tad bit please,no i just had big please,DecreaseBrightness
1628.wav,1.0,turn down the lights in the entrance room,and don't relate to that and so,DecreaseBrightness
1629.wav,1.0,turn it blue,i don't either,SetLightColor
163.wav,0.8571428571428571,Change the brightness to thirty nine percent,he needs to be nine one one,SetLightBrightness
1630.wav,0.6666666666666666,turn lights red,the lights,SetLightColor
1631.wav,0.6,turn lights up in house,<unk> in house,IncreaseBrightness
1632.wav,1.0,turn off all bedroom lamps please,and i've always been <unk>,SwitchLightOff
1633.wav,0.8,turn off bed room lights,turn our bedroom right,SwitchLightOff
1634.wav,1.0,turn off dining room lights.,i dunno ninety nine,SwitchLightOff
1635.wav,1.0,turn off lights in loo,right,SwitchLightOff
1636.wav,0.25,turn off the lamps,and off the lamps,SwitchLightOff
1637.wav,0.25,turn off the lights,turn off the light,SwitchLightOff
1638.wav,0.2857142857142857,turn off the lights in the bedroom,all the lights in the bedroom,SwitchLightOff
1639.wav,1.0,turn off toilet lights,dunno garnered nights,SwitchLightOff
164.wav,0.6,Change the brightness to twenty.,change the vitamins trendy,SetLightBrightness
1640.wav,1.0,turn office light to thirty nine,also,SetLightBrightness
1641.wav,0.5,turn on kitchen lights,fernando on kitchen light,SwitchLightOn
1642.wav,1.0,turn on the changing room lights,tournaments hanging for months,SwitchLightOn
1643.wav,0.4,turn on the garden lights,turner in the garden lights,SwitchLightOn
1644.wav,1.0,turn on the lights,mhm,SwitchLightOn
1645.wav,1.0,turn on the lights in the bathroom,mhm,SwitchLightOn
1646.wav,0.875,turn on the lights in the children room,<unk> children,SwitchLightOn
1647.wav,0.6,turn on the lights urgently,the lights originally,SwitchLightOn
1648.wav,1.25,turn studio lights on,i don't do the allies,SwitchLightOn
1649.wav,1.0,turn the basement lights blue,mhm,SetLightColor
165.wav,0.2,Change the brightness to two.,change the brightness to to,SetLightBrightness
1650.wav,1.25,turn the brightness down,trying to break the stem,DecreaseBrightness
1651.wav,0.625,turn the garden lights to brightness two please,from the garden like brightness do these,SetLightBrightness
1652.wav,0.4,turn the house light pink,ten the house like pink,SetLightColor
1653.wav,0.7142857142857143,turn the light down in the backyard,and lay down in the back yard,DecreaseBrightness
1654.wav,0.42857142857142855,turn the light down in the bedroom,the don't in the bedroom,DecreaseBrightness
1655.wav,0.5714285714285714,turn the light down in the patio,turn the lights down into deal,DecreaseBrightness
1656.wav,0.0,turn the lights down,turn the lights down,DecreaseBrightness
1657.wav,1.0,turn the lights off,who actually,SwitchLightOff
1658.wav,0.8,turn the lights to red,well the lab's name,SetLightColor
1659.wav,0.25,turn the lights up,turn the lights light,IncreaseBrightness
166.wav,0.625,Change the bulbs to twelve percent in brightness,change the bulbs to talk for that right now,SetLightBrightness
1660.wav,1.0,turn the tree lights pink,to like think,SetLightColor
1661.wav,0.2,turn up light in basement,turn up late in basement,IncreaseBrightness
1662.wav,0.8,turn up lights in flat,blatant flat,IncreaseBrightness
1663.wav,0.0,turn up the brightness,turn up the brightness,IncreaseBrightness
1664.wav,0.0,turn up the brightness in the patio,turn up the brightness in the patio,IncreaseBrightness
1665.wav,0.5714285714285714,turn up the brightness in the studio,and i'm <unk> in the studio,IncreaseBrightness
1666.wav,0.5714285714285714,turn up the lights in the kitchen.,down delayed in the kitchen,IncreaseBrightness
1667.wav,0.25,why is everywhere so dark ? you need to turn up the brightness,why is everywhere so or need to turn off the brightness,IncreaseBrightness
1668.wav,0.15384615384615385,"why is it so bright in here, please turn it down a notch",why is it so bright here please turn it down a notch,DecreaseBrightness
1669.wav,0.38461538461538464,why is there no lights in the waiting room ? turn it up please,there are no lights in the waiting room turning up please,IncreaseBrightness
167.wav,1.0,Change the color of lights to red,<unk>,SetLightColor
1670.wav,0.5555555555555556,will you turn the brightness to level thirty nine,turner brightness level thirty nine,SetLightBrightness
168.wav,0.25,Change the color of the lights to blue in the dining room.,change the color of the life to blue and the dining out,SetLightColor
169.wav,0.5,Change the color of the lights to blue.,change the color blue,SetLightColor
17.wav,0.45454545454545453,Adjust the changing room intensity of the lighting to two percent,just change your intensity of the lighting two percent,SetLightBrightness
170.wav,0.5,Change the color of the lights to green,change the coronado that late to green,SetLightColor
171.wav,1.0,"Change the color of the lights to pink, please.",<unk>,SetLightColor
172.wav,0.0,Change the color to blue,change the color to blue,SetLightColor
173.wav,0.4,Change the colors to pink,change the colors big,SetLightColor
174.wav,0.14285714285714285,Change the cubicle lights up to ten,change a cubicle lights up to ten,SetLightBrightness
175.wav,0.3333333333333333,Change the garage lights to pink.,change the garage likes to pick,SetLightColor
176.wav,0.0,Change the kids bedroom lightbulb color to green,change the kids bedroom lightbulb color to green,SetLightColor
177.wav,0.16666666666666666,Change the kitchen lights to green.,change the kitchen lives to green,SetLightColor
178.wav,0.5714285714285714,Change the laundry room color to green,stealing the laundry room governor don't need,SetLightColor
179.wav,0.8571428571428571,Change the laundry room lights to green.,changed the law like degrading,SetLightColor
18.wav,0.5555555555555556,Adjust the glow of the bulb to level two,just the globe the ball to level too,SetLightBrightness
180.wav,0.8571428571428571,Change the laundry room lights to red.,the longer the real nice today,SetLightColor
181.wav,0.25,Change the light blue.,change that light blue,SetLightColor
182.wav,0.7142857142857143,Change the light color to pink please,change that kinda being please,SetLightColor
183.wav,0.5,Change the light setting to on,[noise] change the light betting on,SwitchLightOn
184.wav,0.0,Change the light to blue,change the light to blue,SetLightColor
185.wav,0.6,Change the light to pink,change the nice thing,SetLightColor
186.wav,0.8,Change the light to pink?,like to think,SetLightColor
187.wav,0.1111111111111111,Change the lighting of the pantry to thirty nine,change the lighting of the pantry two thirty nine,SetLightBrightness
188.wav,0.8,Change the lighting to dim.,the beam,DecreaseBrightness
189.wav,0.625,Change the lighting to fifty. in the facilities,letting do fifty the facilities,SetLightBrightness
19.wav,0.2857142857142857,Adjust the kids room lighting to ten.,just the kids lighting to ten,SetLightBrightness
190.wav,0.75,Change the lights green,like green,SetLightColor
191.wav,0.1111111111111111,Change the lights in the child's bedroom to pink.,change the lights in the child's bedroom to think,SetLightColor
192.wav,0.25,Change the lights in the entrance to blue,change the lights and the insurance to blue,SetLightColor
193.wav,0.0,Change the lights in the kids bedroom to blue.,change the lights in the kids bedroom to blue,SetLightColor
194.wav,0.4444444444444444,Change the lights in the parking area to green.,changed their lives in the parking area green,SetLightColor
195.wav,0.42857142857142855,Change the lights in the parking room,lights in the court room,SwitchLightOff
196.wav,0.8571428571428571,Change the lights in the toilet green,and then a dynamic green,SetLightColor
197.wav,0.4,Change the lights into blue.,the into blue,SetLightColor
198.wav,0.3333333333333333,Change the lights to green please.,change the light's green please,SetLightColor
199.wav,0.6666666666666666,Change the lights to pink please,change the race tipping cleaves,SetLightColor
2.wav,0.6666666666666666,Activate garden lights,active garden light,SwitchLightOn
20.wav,0.2222222222222222,Adjust the laundry room lighting to level thirty nine,just the laundry room lighting level thirty nine,SetLightBrightness
200.wav,1.0,Change the lights to pink.,i mean,SetLightColor
201.wav,0.2,Change the lights to red,change the lights to read,SetLightColor
202.wav,0.4444444444444444,Change the lights to red in the parking section,relate to read in the parking section,SetLightColor
203.wav,0.2857142857142857,Change the living room lights to twenty.,change the living room like twenty,SetLightBrightness
204.wav,0.3333333333333333,Change the office light to pink,change the office like to make,SetLightColor
205.wav,1.0,Change the office lights to fifty.,you know it's like [laughter],SetLightBrightness
206.wav,0.0,Change the parking room to green,change the parking room to green,SetLightColor
207.wav,0.42857142857142855,Change the vestibule lighting to two percent,change the vegetable whiting through two percent,SetLightBrightness
208.wav,0.3333333333333333,Change the yard lights to green,change the yard like do green,SetLightColor
209.wav,0.6666666666666666,Change toilets light color to red,portland like color to read,SetLightColor
21.wav,0.5714285714285714,Adjust the lighting to level twenty two,just the lighting the level too,SetLightBrightness
210.wav,0.25,Click on the lights,click on the lake,SwitchLightOn
211.wav,0.4,Color change lights to red,color change like to read,SetLightColor
212.wav,1.0,Color lights pink,late spring,SetLightColor
213.wav,0.6666666666666666,Color lights red,colored lights read,SetLightColor
214.wav,0.6,Color the kids bedroom red,<unk> the kids to read,SetLightColor
215.wav,1.0,Color the lights red,oh in the long run,SetLightColor
216.wav,0.3076923076923077,Could you change the brightness of the lights on the patio to seventy-three?,change the brightness of the lights on the patio to seventy three,SetLightBrightness
217.wav,0.42857142857142855,Could you change the light to red,could you change to like to read,SetLightColor
218.wav,0.375,Could you increase the brightness of the lights?,and you increase the brightest of the light,IncreaseBrightness
219.wav,0.6,Could you increase the light brightness in the dining room?,<unk> in the dining room,IncreaseBrightness
22.wav,0.2857142857142857,Adjust the lights so it's less bright,just the light so it's less bright,DecreaseBrightness
220.wav,0.3333333333333333,Could you make the lights in the basement brighter?,can you make too much in the basement brighter,IncreaseBrightness
221.wav,0.42857142857142855,Could you please turn my lights on?,degrees turn my lights on,SwitchLightOn
222.wav,0.7777777777777778,"Could you please turn the lights on, I'm home.",when you be going on i'm,SwitchLightOn
223.wav,0.5,Could you switch on some lights?,you switch on tonight,SwitchLightOn
224.wav,0.75,Could you turn down the bed room lights?,could you doing tonight,DecreaseBrightness
225.wav,0.14285714285714285,Could you turn the lights on please,you turn the lights on please,SwitchLightOn
226.wav,1.0,Cut off power to the garden lights.,i didn't,SwitchLightOff
227.wav,0.4,Cut the waiting room lights.,the waiting room mates,SwitchLightOff
228.wav,0.5,Darken the waiting room,dark in the waiting room,SwitchLightOff
229.wav,1.0,Decrease brightness,right,DecreaseBrightness
23.wav,0.8571428571428571,Adjust the lights to the off setting.,just like the almost any,SwitchLightOff
230.wav,0.5,Decrease brightness in bedroom,decreased brightness in room,DecreaseBrightness
231.wav,0.0,Decrease brightness in boardroom by one third.,decrease brightness in boardroom by one third,DecreaseBrightness
232.wav,0.0,Decrease brightness please,decrease brightness please,DecreaseBrightness
233.wav,0.4,Decrease light brightness in kitchen,decreased light brightness in get,DecreaseBrightness
234.wav,0.5,Decrease light brightness please,decreased like brightness please,DecreaseBrightness
235.wav,0.75,Decrease lights in house.,greek flights in hills,DecreaseBrightness
236.wav,0.0,Decrease the brightness,decrease the brightness,DecreaseBrightness
237.wav,0.5,Decrease the brightness of the bulbs.,decrease the prime minister bulbs,DecreaseBrightness
239.wav,0.875,Decrease the brightness of the lights in shed.,stubbornness and shed,DecreaseBrightness
24.wav,0.375,Adjust the living room brightness to level two,just the living room brightness level too,SetLightBrightness
240.wav,1.0,Decrease the brightness please.,<unk>,DecreaseBrightness
241.wav,0.16666666666666666,Decrease the intensity of the lights,decrease the intensity of the like,DecreaseBrightness
242.wav,0.2,Decrease the intensity of the lights in the kids bedroom,increase the intensity of the lights in the bedroom,DecreaseBrightness
243.wav,0.2857142857142857,Decrease the intensity of the pantry lighting,decrease intensity of pantry lighting,DecreaseBrightness
244.wav,0.0,Decrease the light brightness in the cubicle,decrease the light brightness in the cubicle,DecreaseBrightness
245.wav,0.25,Decrease the light intensity,decrease the late intensity,DecreaseBrightness
246.wav,0.14285714285714285,Decrease the light intensity in the entrance,decrease the light intensity and the entrance,DecreaseBrightness
247.wav,0.3333333333333333,Decrease the light intensity in the entrance to zero,decrease see like city in the entrance to zero,SwitchLightOff
248.wav,0.14285714285714285,Decrease the light intensity in the office,decrease the late intensity in the office,DecreaseBrightness
249.wav,0.2222222222222222,Decrease the light intensity in the vestibule to zero,decrease the light and see in the vestibule to zero,SwitchLightOff
25.wav,0.6666666666666666,Adjust the pantry light to blue,i just like to blue,SetLightColor
250.wav,0.3333333333333333,Decrease the light intensity to zero,decrease sunlight intensity to zero,SwitchLightOff
251.wav,0.42857142857142855,Decrease the lighting in the laundry room,increase delighting in the laundry room,DecreaseBrightness
252.wav,0.0,Decrease the lighting so it's not so bright,decrease the lighting so it's not so bright,DecreaseBrightness
253.wav,0.0,Decrease the lights intensity  in my bedroom balcony,decrease the lights intensity in my bedroom balcony,DecreaseBrightness
254.wav,0.3333333333333333,Dim lights please,damn lights please,DecreaseBrightness
255.wav,0.6666666666666666,Dim lights please.,the major please,DecreaseBrightness
256.wav,1.0,Dim the kids room,being,DecreaseBrightness
257.wav,0.42857142857142855,Dim the light in the kids bedroom,the in the bedroom,DecreaseBrightness
258.wav,0.125,Dim the lighting completely in the waiting room,the lighting completely in the waiting room,SwitchLightOff
259.wav,0.3333333333333333,Dim the lights,getting the lights,DecreaseBrightness
26.wav,0.875,Adjust the pantry lighting to level thirty nine,[noise] i actually liking eleven twenty nine,SetLightBrightness
260.wav,0.125,Dim the lights completely in the living room,can the lights completely in the living room,SwitchLightOff
261.wav,0.2,Dim the lights for me,then the lights for me,DecreaseBrightness
262.wav,0.0,Dim the lights in the backyard.,dim the lights in the backyard,DecreaseBrightness
263.wav,0.16666666666666666,Dim the lights in the bathroom,then the lights in the bathroom,DecreaseBrightness
264.wav,0.3333333333333333,Dim the lights in the garage.,and the line in the garage,DecreaseBrightness
265.wav,0.14285714285714285,Dim the lights in the living room,getting the lights in the living room,DecreaseBrightness
266.wav,0.5,Dim the lights please,then the lights place,DecreaseBrightness
267.wav,1.0,Dim the lights please.,right,DecreaseBrightness
268.wav,1.0,Dim the lights.,didn't like,DecreaseBrightness
269.wav,0.5,Dim the studio lighting,then the studio letting,DecreaseBrightness
27.wav,0.625,Adjust the toilet lighting to the two setting,to the to setting,SetLightBrightness
270.wav,0.5555555555555556,Do me a favor and turn the lights on,new media said and done the lights on,SwitchLightOn
271.wav,0.625,Do turn on my bed room lights now,do turner my bedroom like now,SwitchLightOn
272.wav,0.1,Don't forget to turn off the lights in the studio,oh forget to turn off the lights in the studio,SwitchLightOff
273.wav,0.8333333333333334,Eliminate the entrance lights from shining,lemonade and translate shining,SwitchLightOff
274.wav,0.0,Eliminate the lighting,eliminate the lighting,SwitchLightOff
275.wav,0.5,End the lights from shining in the cubicle,underlying from shining and the cubicle,SwitchLightOff
276.wav,0.3333333333333333,Ensure the lights are off in the waiting room,i'm sure the lights are all in the waiting room,SwitchLightOff
277.wav,0.8,Find the bulbs for the cellar and turn them up,trying to <unk> done them up,IncreaseBrightness
278.wav,0.75,Get me more light,more like,IncreaseBrightness
279.wav,0.8571428571428571,Get me some lights in the kitchen,[noise] get to meet some lives in it and,SwitchLightOn
28.wav,0.7142857142857143,Adjust the toilets lights to twenty two.,the slaves to getting,SetLightBrightness
280.wav,0.625,Get rid of the lights in the bathroom,<unk> in the bathroom,SwitchLightOff
281.wav,0.4,Get the cellar lights on,good cellar lights on,SwitchLightOn
282.wav,0.1111111111111111,Get the laundry room lights up to twenty two,get the laundry room lined up to twenty two,SetLightBrightness
283.wav,0.5,Get the lights on,[noise] got the lights on,SwitchLightOn
284.wav,0.6,Get the lights on please,got the last on you,SwitchLightOn
285.wav,0.5714285714285714,Get the living room lights on please,that the living room i thought,SwitchLightOn
286.wav,0.2,Get the room brighter please.,[noise] get the room brighter please,IncreaseBrightness
287.wav,0.16666666666666666,Give me more light in here,give me my light in here,IncreaseBrightness
288.wav,0.5714285714285714,Give me more light in the bathroom,you mean more like in the bedroom,IncreaseBrightness
289.wav,0.25,Give me pink lights.,gives me pink lights,SetLightColor
29.wav,0.8333333333333334,Adjust the toilets lights to twenty.,i guess our lives to plenty,SetLightBrightness
290.wav,0.45454545454545453,Go ahead and turn the large meeting room light to pink,go ahead and turn the watch meeting like,SetLightColor
291.wav,0.1,Go ahead and turn the laundry room lights up brighter,go ahead and turn the laundry room lights up writer,IncreaseBrightness
292.wav,0.14285714285714285,Go straight and turn on the lights,go straight and turn on the light,SwitchLightOn
293.wav,0.5,"Google, please shut off all lights",go go please shut off the lights,SwitchLightOff
294.wav,0.75,"Google, shut off lights",google set off like,SwitchLightOff
295.wav,1.0,Have the kitchen lights at lower brightness,you can buy the right,DecreaseBrightness
296.wav,0.8,Have the lights colored blue,oh it's calling blue,SetLightColor
297.wav,0.2,Have the lights turn blue,have the lights turned blue,SetLightColor
298.wav,0.5,Help me change the color blue,meaning the color blue,SetLightColor
299.wav,1.0,Help me decrease the brighenss in backyard,i mean nuclear brightness in back uh,DecreaseBrightness
3.wav,1.0,Activate lights.,activity like,SwitchLightOn
30.wav,0.42857142857142855,"Alexa, please turn off lights in backyard",<unk> turned off lights in backyard,SwitchLightOff
300.wav,0.375,Help me dim the light in the pantry,them the light in the pantry,DecreaseBrightness
301.wav,0.2,Help me dim the lights,told me dim the lights,DecreaseBrightness
302.wav,0.6666666666666666,Help me dim the lights please.,helped me demoralized please,DecreaseBrightness
303.wav,0.45454545454545453,Help me make it so the light is not so bright,make it so daylight is not too bright,DecreaseBrightness
